topic,paper_ID,sentence_ID,info-unit,sub,pred,obj,triplets,pred_weights
translation,11,31,results,mqa - qg,generate,highquality multi-hop questions,mqa - qg generate highquality multi-hop questions,0.6888304948806763
translation,11,31,results,highquality multi-hop questions,for,both datasets,highquality multi-hop questions for both datasets,0.5406370759010315
translation,11,32,results,generated questions,used to train,surprisingly well qa model,generated questions used to train surprisingly well qa model,0.738323986530304
translation,11,32,results,surprisingly well qa model,reaching,61 % and 83 %,surprisingly well qa model reaching 61 % and 83 %,0.747227668762207
translation,11,32,results,61 % and 83 %,of,f1 score,61 % and 83 % of f1 score,0.5917731523513794
translation,11,32,results,61 % and 83 %,achieved by,fully - supervised setting,61 % and 83 % achieved by fully - supervised setting,0.6551639437675476
translation,11,32,results,fully - supervised setting,on,hybridqa and hotpotqa dataset,fully - supervised setting on hybridqa and hotpotqa dataset,0.5353103280067444
translation,11,32,results,human-labeled examples,has,generated questions,human-labeled examples has generated questions,0.5736992955207825
translation,11,32,results,results,Without using,human-labeled examples,results Without using human-labeled examples,0.6104668378829956
translation,11,133,results,unsupervised model mqa - qg,attains,30.5 f 1,unsupervised model mqa - qg attains 30.5 f 1,0.6651991009712219
translation,11,133,results,unsupervised model mqa - qg,attains,68.6 f 1,unsupervised model mqa - qg attains 68.6 f 1,0.6618157625198364
translation,11,133,results,unsupervised model mqa - qg,attains,outperforming,unsupervised model mqa - qg attains outperforming,0.6636932492256165
translation,11,133,results,30.5 f 1,on,hybridqa test set,30.5 f 1 on hybridqa test set,0.5557007193565369
translation,11,133,results,68.6 f 1,on,hotpotqa dev set,68.6 f 1 on hotpotqa dev set,0.5409310460090637
translation,11,133,results,outperforming,by,large margins,outperforming by large margins,0.5988951921463013
translation,11,133,results,"all the unsupervised baselines ( u1 , u4 , u5 , u6 )",by,large margins,"all the unsupervised baselines ( u1 , u4 , u5 , u6 ) by large margins",0.5535674691200256
translation,11,133,results,outperforming,has,"all the unsupervised baselines ( u1 , u4 , u5 , u6 )","outperforming has all the unsupervised baselines ( u1 , u4 , u5 , u6 )",0.5916710495948792
translation,11,133,results,results,has,unsupervised model mqa - qg,results has unsupervised model mqa - qg,0.5677478909492493
translation,11,134,results,f 1 gap,to,fully - supervised version,f 1 gap to fully - supervised version,0.5293828845024109
translation,11,134,results,fully - supervised version,is,19.5 and 14.2,fully - supervised version is 19.5 and 14.2,0.5121889114379883
translation,11,134,results,fully - supervised version,only,19.5 and 14.2,fully - supervised version only 19.5 and 14.2,0.6298425197601318
translation,11,134,results,19.5 and 14.2,for,hybridqa and hotpotqa,19.5 and 14.2 for hybridqa and hotpotqa,0.6497060656547546
translation,11,134,results,human-annotated training data,has,f 1 gap,human-annotated training data has f 1 gap,0.5538116097450256
translation,11,134,results,results,Without using,human-annotated training data,results Without using human-annotated training data,0.622355580329895
translation,11,135,results,two weak supervised baselines ( s1 and s2 ),in,hybridqa,two weak supervised baselines ( s1 and s2 ) in hybridqa,0.5503516793251038
translation,11,135,results,u2 and u3,has,outperform,u2 and u3 has outperform,0.6667213439941406
translation,11,135,results,outperform,has,two weak supervised baselines ( s1 and s2 ),outperform has two weak supervised baselines ( s1 and s2 ),0.6011298298835754
translation,11,135,results,results,results of,u2 and u3,results results of u2 and u3,0.829052209854126
translation,11,146,results,a1 - a3,achieves,low performance,a1 - a3 achieves low performance,0.7148935794830322
translation,11,146,results,low performance,of,em and f1,low performance of em and f1,0.623614490032196
translation,11,146,results,low performance,especially for,in - passage questions,low performance especially for in - passage questions,0.6634406447410583
translation,11,146,results,results,has,a1 - a3,results has a1 - a3,0.5582126975059509
translation,11,148,results,hotpotqa,observe that,benefit,hotpotqa observe that benefit,0.5915158987045288
translation,11,148,results,benefit,of,multihop questions,benefit of multihop questions,0.5868999361991882
translation,11,148,results,multihop questions,is,not as evident,multihop questions is not as evident,0.6032940149307251
translation,11,148,results,squad - transfer ( u6 ),achieves,relatively good f1,squad - transfer ( u6 ) achieves relatively good f1,0.692865252494812
translation,11,148,results,relatively good f1,of,62.8,relatively good f1 of 62.8,0.5395299196243286
translation,11,148,results,hybridqa,has,squad - transfer ( u6 ),hybridqa has squad - transfer ( u6 ),0.6169652342796326
translation,11,148,results,results,for,hotpotqa,results for hotpotqa,0.5984999537467957
translation,11,151,results,model,using,"single reasoning type ( a4 , a5 )","model using single reasoning type ( a4 , a5 )",0.7005324959754944
translation,11,151,results,models,using,"single reasoning type ( a4 , a5 )","models using single reasoning type ( a4 , a5 )",0.6979983448982239
translation,11,151,results,both reasoning types,has,),both reasoning types has ),0.635890007019043
translation,11,151,results,both reasoning types,has,model,both reasoning types has model,0.6343709230422974
translation,11,151,results,),has,model,) has model,0.6174131631851196
translation,11,151,results,results,Using,both reasoning types,results Using both reasoning types,0.5966272950172424
translation,11,155,results,gpt - 2 based model,filter out,most ungrammatical questions,gpt - 2 based model filter out most ungrammatical questions,0.7697750926017761
translation,11,155,results,valid yet unnatural questions,such as,where was the event,valid yet unnatural questions such as where was the event,0.6720843315124512
translation,11,155,results,results,find that,gpt - 2 based model,results find that gpt - 2 based model,0.648483395576477
translation,11,162,results,our model,performs,consistently better,our model performs consistently better,0.6439617276191711
translation,11,162,results,consistently better,than,model,consistently better than model,0.5857095122337341
translation,11,162,results,without unsupervised pretraining,for,datasets,without unsupervised pretraining for datasets,0.6352023482322693
translation,11,162,results,progressively larger training dataset sizes,has,our model,progressively larger training dataset sizes has our model,0.5532786846160889
translation,11,162,results,results,With,progressively larger training dataset sizes,results With progressively larger training dataset sizes,0.6061909794807434
translation,11,181,results,performance drop,for,hybridqa and the hotpotqa dataset,performance drop for hybridqa and the hotpotqa dataset,0.5920080542564392
translation,11,181,results,performance drop,with,4.3 and 4.8 decrease,performance drop with 4.3 and 4.8 decrease,0.6576730608940125
translation,11,181,results,4.3 and 4.8 decrease,in,f1,4.3 and 4.8 decrease in f1,0.5426931381225586
translation,11,182,results,paraphrasing,produces,more fluent questions,paraphrasing produces more fluent questions,0.6170558929443359
translation,11,182,results,more fluent questions,by rewriting,redundancy parts,more fluent questions by rewriting redundancy parts,0.7591869235038757
translation,11,182,results,redundancy parts,of,original questions,redundancy parts of original questions,0.5827378630638123
translation,11,182,results,redundancy parts,into,more concise expression,redundancy parts into more concise expression,0.5823885798454285
translation,11,182,results,results,observe,paraphrasing,results observe paraphrasing,0.584345281124115
translation,12,184,ablation-analysis,relative gap,of,accuracy,relative gap of accuracy,0.6024258732795715
translation,12,184,ablation-analysis,accuracy,between,two models,accuracy between two models,0.6999247074127197
translation,12,184,ablation-analysis,category occurrence frequency,has,decreases,category occurrence frequency has decreases,0.599595844745636
translation,12,184,ablation-analysis,decreases,has,relative gap,decreases has relative gap,0.6134779453277588
translation,12,184,ablation-analysis,ablation analysis,As,category occurrence frequency,ablation analysis As category occurrence frequency,0.5213078856468201
translation,12,69,baselines,bart,for,text generation,bart for text generation,0.6418297290802002
translation,12,69,baselines,bart,better models,correlations,bart better models correlations,0.6852636933326721
translation,12,69,baselines,correlations,between,input sentence,correlations between input sentence,0.6525965929031372
translation,12,69,baselines,correlations,between,output sentence,correlations between output sentence,0.6512100696563721
translation,12,69,baselines,output sentence,compared with,bert,output sentence compared with bert,0.7177897691726685
translation,12,83,baselines,"bart ( lewis et al. , 2020 )",is,denoising auto-encoder seq2seq model pre-training,"bart ( lewis et al. , 2020 ) is denoising auto-encoder seq2seq model pre-training",0.5170955061912537
translation,12,83,baselines,denoising auto-encoder seq2seq model pre-training,for,natural language generation,denoising auto-encoder seq2seq model pre-training for natural language generation,0.5622490048408508
translation,12,83,baselines,baselines,has,"bart ( lewis et al. , 2020 )","baselines has bart ( lewis et al. , 2020 )",0.5562279224395752
translation,12,135,baselines,non-bert models,has,"bert ( devlin et al. , 2019 b ) based models","non-bert models has bert ( devlin et al. , 2019 b ) based models",0.576978325843811
translation,12,137,baselines,baselines,has,non-bert models,baselines has non-bert models,0.5626470446586609
translation,12,138,baselines,baselines,For,acd,baselines For acd,0.6252615451812744
translation,12,125,experimental-setup,pre-trained bert - base 1 and bartbase 2 models,for,task fine-tuning,pre-trained bert - base 1 and bartbase 2 models for task fine-tuning,0.5748986005783081
translation,12,125,experimental-setup,experimental setup,use,pre-trained bert - base 1 and bartbase 2 models,experimental setup use pre-trained bert - base 1 and bartbase 2 models,0.5926806330680847
translation,12,126,experimental-setup,fine-tuning learning rate,from,"{ 4e - 5 , 2e - 5 , and 1e - 5 }","fine-tuning learning rate from { 4e - 5 , 2e - 5 , and 1e - 5 }",0.5161382555961609
translation,12,126,experimental-setup,batch size,from,"{ 8 , 16 , 24 }","batch size from { 8 , 16 , 24 }",0.5727025866508484
translation,12,126,experimental-setup,experimental setup,select,fine-tuning learning rate,experimental setup select fine-tuning learning rate,0.6331475377082825
translation,12,127,experimental-setup,dropout probability,is,0.1,dropout probability is 0.1,0.5777223110198975
translation,12,127,experimental-setup,experimental setup,has,dropout probability,experimental setup has dropout probability,0.5022250413894653
translation,12,82,model,"bert ( devlin et al. , 2019a )",is,encoder stack of transformer,"bert ( devlin et al. , 2019a ) is encoder stack of transformer",0.5848799347877502
translation,12,82,model,encoder stack of transformer,for,masked text filling,encoder stack of transformer for masked text filling,0.6224284768104553
translation,12,82,model,model,uses,context words,model uses context words,0.6300502419471741
translation,12,82,model,context words,to predict,masked words,context words to predict masked words,0.6910263895988464
translation,12,82,model,model,uses,context words,model uses context words,0.6300502419471741
translation,12,82,model,model,has,"bert ( devlin et al. , 2019a )","model has bert ( devlin et al. , 2019a )",0.5377529263496399
translation,12,41,results,generation methods,give,stronger performances,generation methods give stronger performances,0.6148622632026672
translation,12,41,results,stronger performances,than,mlm methods,stronger performances than mlm methods,0.5569735169410706
translation,12,41,results,outperforming,by,large margin,outperforming by large margin,0.6037299036979675
translation,12,41,results,previous stateof - the - art methods,by,large margin,previous stateof - the - art methods by large margin,0.5316175222396851
translation,12,41,results,outperforming,has,previous stateof - the - art methods,outperforming has previous stateof - the - art methods,0.5346779823303223
translation,12,41,results,results,has,generation methods,results has generation methods,0.48877739906311035
translation,12,42,results,generation method,jointly performing,acsa and acd,generation method jointly performing acsa and acd,0.7308716177940369
translation,12,42,results,acsa and acd,leads to,better results,acsa and acd leads to better results,0.6963412165641785
translation,12,42,results,better results,than,traditional pipeline,better results than traditional pipeline,0.5908809900283813
translation,12,42,results,results,using,generation method,results using generation method,0.6700745820999146
translation,12,153,results,performance,of,bert mlm and bart mlm,performance of bert mlm and bart mlm,0.6179044246673584
translation,12,153,results,bert mlm and bart mlm,better than,bert classification and bart classification,bert mlm and bart mlm better than bert classification and bart classification,0.7277905941009521
translation,12,153,results,results,see that,performance,results see that performance,0.6803712844848633
translation,12,154,results,bert mlm,gives,strong baseline,bert mlm gives strong baseline,0.6548277139663696
translation,12,154,results,outperforming,has,all non-bert and bert classification baselines,outperforming has all non-bert and bert classification baselines,0.5941150784492493
translation,12,154,results,results,has,bert mlm,results has bert mlm,0.5887685418128967
translation,12,155,results,pre-training,at,task level,pre-training at task level,0.5185614824295044
translation,12,155,results,pre-training,achieve,better results,pre-training achieve better results,0.5992971658706665
translation,12,155,results,better results,than,representation level,better results than representation level,0.5903685688972473
translation,12,155,results,better results,at,representation level,better results at representation level,0.545349657535553
translation,12,155,results,results,making use of,pre-training,results making use of pre-training,0.6568514704704285
translation,12,156,results,bart mlm and classification models,perform,better,bart mlm and classification models perform better,0.664948046207428
translation,12,156,results,better,than,corresponding bert models,better than corresponding bert models,0.5926271677017212
translation,12,156,results,results,has,bart mlm and classification models,results has bart mlm and classification models,0.5140392780303955
translation,12,157,results,bart generation,indicates,our model,bart generation indicates our model,0.6618809700012207
translation,12,157,results,outperforms,on,all three datasets,outperforms on all three datasets,0.5061540603637695
translation,12,157,results,all baselines,on,all three datasets,all baselines on all three datasets,0.46537455916404724
translation,12,157,results,our model,better detect,multiple sentiment polarities,our model better detect multiple sentiment polarities,0.6894687414169312
translation,12,157,results,multiple sentiment polarities,in,one sentence,multiple sentiment polarities in one sentence,0.5179785490036011
translation,12,157,results,bart generation,has,outperforms,bart generation has outperforms,0.6594122648239136
translation,12,157,results,outperforms,has,all baselines,outperforms has all baselines,0.5888515114784241
translation,12,157,results,results,has,bart generation,results has bart generation,0.5180215835571289
translation,12,158,results,bart generation,performs,significantly better,bart generation performs significantly better,0.6319781541824341
translation,12,158,results,significantly better,than,bart mlm,significantly better than bart mlm,0.6163365840911865
translation,12,158,results,bart mlm,giving,absolutely 3.89 % stronger accuracy,bart mlm giving absolutely 3.89 % stronger accuracy,0.6849068999290466
translation,12,158,results,absolutely 3.89 % stronger accuracy,on,mams,absolutely 3.89 % stronger accuracy on mams,0.5938272476196289
translation,12,158,results,results,has,bart generation,results has bart generation,0.5180215835571289
translation,12,162,results,performances,of,our model,performances of our model,0.5975624322891235
translation,12,162,results,our model,on,documentlevel acsa,our model on documentlevel acsa,0.5496394038200378
translation,12,162,results,lstm,has,bert classification,lstm has bert classification,0.5835450887680054
translation,12,162,results,bart classification,has,outperform,bart classification has outperform,0.6525818705558777
translation,12,162,results,outperform,has,all baselines,outperform has all baselines,0.594290554523468
translation,12,162,results,results,Compared with,lstm,results Compared with lstm,0.6540087461471558
translation,12,162,results,results,has,performances,results has performances,0.5711642503738403
translation,12,163,results,bert mlm and bart mlm,surpass,bert classification,bert mlm and bart mlm surpass bert classification,0.6972001791000366
translation,12,163,results,bert mlm and bart mlm,surpass,bart classification,bert mlm and bart mlm surpass bart classification,0.6941776275634766
translation,12,163,results,results,has,bert mlm and bart mlm,results has bert mlm and bart mlm,0.6095256805419922
translation,12,164,results,bart generation model,achieves,improvements,bart generation model achieves improvements,0.6524233222007751
translation,12,164,results,improvements,of,1.15 % and 0.70 %,improvements of 1.15 % and 0.70 %,0.6006409525871277
translation,12,164,results,1.15 % and 0.70 %,over,bart mlm,1.15 % and 0.70 % over bart mlm,0.657271683216095
translation,12,164,results,bart mlm,on,tripadvisor and beeradvocate,bart mlm on tripadvisor and beeradvocate,0.6123795509338379
translation,12,164,results,results,has,bart generation model,results has bart generation model,0.5506054162979126
translation,12,166,results,more than 95 % precision score,shows that,our model,more than 95 % precision score shows that our model,0.700539231300354
translation,12,166,results,our model,effectively exclude,aspect categories,our model effectively exclude aspect categories,0.6204511523246765
translation,12,166,results,results,has,more than 95 % precision score,results has more than 95 % precision score,0.5738056302070618
translation,12,168,results,bart generation,has,outperforms,bart generation has outperforms,0.6594122648239136
translation,12,168,results,outperforms,has,all baselines,outperforms has all baselines,0.5888515114784241
translation,12,168,results,results,shows,bart generation,results shows bart generation,0.5979900360107422
translation,12,172,results,joint bart generation,achieves,better results,joint bart generation achieves better results,0.6429491639137268
translation,12,172,results,improvements,over,pipeline bart generation,improvements over pipeline bart generation,0.7092363238334656
translation,12,172,results,results,find that,joint bart generation,results find that joint bart generation,0.6055278182029724
translation,12,173,results,all baselines,on,"precision , recall and f - 1 score","all baselines on precision , recall and f - 1 score",0.4967237710952759
translation,12,173,results,joint bart generation,has,outperforms,joint bart generation has outperforms,0.6098934412002563
translation,12,173,results,outperforms,has,all baselines,outperforms has all baselines,0.5888515114784241
translation,12,173,results,results,has,joint bart generation,results has joint bart generation,0.5024233460426331
translation,12,177,results,our method,has,outperforms,our method has outperforms,0.6322360634803772
translation,12,177,results,outperforms,has,all the baselines,outperforms has all the baselines,0.596747100353241
translation,12,177,results,results,has,our method,results has our method,0.5589964985847473
translation,12,178,results,model,trained on,mams,model trained on mams,0.7777659296989441
translation,12,178,results,better performance,on,rest14,better performance on rest14,0.5721586346626282
translation,12,178,results,better performance,than,reverse zero-shot setting,better performance than reverse zero-shot setting,0.5896418690681458
translation,12,178,results,rest14,than,reverse zero-shot setting,rest14 than reverse zero-shot setting,0.5957276821136475
translation,12,178,results,mams,has,better performance,mams has better performance,0.5905833840370178
translation,12,178,results,results,has,model,results has model,0.5339115858078003
translation,12,185,results,zero frequency,gives,absolutely 8.03 % stronger accuracy,zero frequency gives absolutely 8.03 % stronger accuracy,0.6215311288833618
translation,12,185,results,our method,gives,absolutely 8.03 % stronger accuracy,our method gives absolutely 8.03 % stronger accuracy,0.5998790860176086
translation,12,185,results,absolutely 8.03 % stronger accuracy,than,bart classification,absolutely 8.03 % stronger accuracy than bart classification,0.5890213847160339
translation,12,185,results,zero frequency,has,our method,zero frequency has our method,0.5935516357421875
translation,12,185,results,results,In,zero frequency,results In zero frequency,0.5548290610313416
translation,13,34,ablation-analysis,graphmerge,introduces,more edges,graphmerge introduces more edges,0.6489356160163879
translation,13,34,ablation-analysis,more edges,in,graph,more edges in graph,0.5469774007797241
translation,13,34,ablation-analysis,more edges,when,parses differ,more edges when parses differ,0.676918089389801
translation,13,34,ablation-analysis,more edges,reduces,diameter of graphs,more edges reduces diameter of graphs,0.6399663686752319
translation,13,113,ablation-analysis,2 - layer gat / rgat models,turn out to be,best,2 - layer gat / rgat models turn out to be best,0.6270677447319031
translation,13,113,ablation-analysis,best,based on,dev set,best based on dev set,0.6246178150177002
translation,13,113,ablation-analysis,ablation analysis,has,2 - layer gat / rgat models,ablation analysis has 2 - layer gat / rgat models,0.5259899497032166
translation,13,123,ablation-analysis,syntax information,benefits,aspect-level sentiment classification,syntax information benefits aspect-level sentiment classification,0.5761436223983765
translation,13,123,ablation-analysis,ablation analysis,observe,syntax information,ablation analysis observe syntax information,0.6177419424057007
translation,13,137,ablation-analysis,three datasets,ablating,edge type,three datasets ablating edge type,0.5864700675010681
translation,13,137,ablation-analysis,edge type,degrades,performances,edge type degrades performances,0.8092421293258667
translation,13,137,ablation-analysis,ablation analysis,On,three datasets,ablation analysis On three datasets,0.5263423323631287
translation,13,138,ablation-analysis,syntactic dependency information,in,original dependency trees,syntactic dependency information in original dependency trees,0.4614669680595398
translation,13,138,ablation-analysis,syntactic dependency information,is,important,syntactic dependency information is important,0.5130676031112671
translation,13,138,ablation-analysis,ablation analysis,indicates that,syntactic dependency information,ablation analysis indicates that syntactic dependency information,0.6446502804756165
translation,13,140,ablation-analysis,position embeddings,hurts,performances,position embeddings hurts performances,0.6309233903884888
translation,13,140,ablation-analysis,ablation analysis,Removing,position embeddings,ablation analysis Removing position embeddings,0.7285666465759277
translation,13,153,ablation-analysis,single dependency tree,has,ensemble graph,single dependency tree has ensemble graph,0.5672294497489929
translation,13,153,ablation-analysis,ablation analysis,Compared with,single dependency tree,ablation analysis Compared with single dependency tree,0.6407431364059448
translation,13,154,ablation-analysis,shorter distance,between,term and opinion words,shorter distance between term and opinion words,0.6732131838798523
translation,13,154,ablation-analysis,term and opinion words,correlates with,better performance,term and opinion words correlates with better performance,0.6707562804222107
translation,13,154,ablation-analysis,ablation analysis,has,shorter distance,ablation analysis has shorter distance,0.522000253200531
translation,13,95,baselines,bert - spc,feeds,sentence and term pair,bert - spc feeds sentence and term pair,0.7239512205123901
translation,13,95,baselines,bert - spc,uses,bert outputs,bert - spc uses bert outputs,0.6253134608268738
translation,13,95,baselines,sentence and term pair,into,bert model,sentence and term pair into bert model,0.5577216148376465
translation,13,95,baselines,bert outputs,for,predictions,bert outputs for predictions,0.6758744120597839
translation,13,95,baselines,aen - bert,uses,bert,aen - bert uses bert,0.5615391135215759
translation,13,95,baselines,aen - bert,employs,several attention layers,aen - bert employs several attention layers,0.5660980939865112
translation,13,95,baselines,bert,as,encoder,bert as encoder,0.6353098154067993
translation,13,96,baselines,baselines,has,bert + dependency tree based models,baselines has bert + dependency tree based models,0.5668759346008301
translation,13,97,baselines,mutual biaffine module,to jointly consider,representations,mutual biaffine module to jointly consider representations,0.7026571035385132
translation,13,97,baselines,representations,learnt from,transformer and the gnn model,representations learnt from transformer and the gnn model,0.6941769123077393
translation,13,97,baselines,transformer and the gnn model,over,dependency tree,transformer and the gnn model over dependency tree,0.6496867537498474
translation,13,97,baselines,dependency tree,to,aspect-oriented tree,dependency tree to aspect-oriented tree,0.5231736898422241
translation,13,97,baselines,r-gat +bert,prunes,dependency tree,r-gat +bert prunes dependency tree,0.7394455671310425
translation,13,97,baselines,r-gat +bert,employs,rgat,r-gat +bert employs rgat,0.5867908596992493
translation,13,97,baselines,dependency tree,to,aspect-oriented tree,dependency tree to aspect-oriented tree,0.5231736898422241
translation,13,97,baselines,aspect-oriented tree,rooted at,aspect term,aspect-oriented tree rooted at aspect term,0.6586771607398987
translation,13,97,baselines,rgat,to encode,new tree,rgat to encode new tree,0.6977490782737732
translation,13,97,baselines,new tree,for,predictions,new tree for predictions,0.6316385865211487
translation,13,101,baselines,bert - baseline,feeds,sentence - term pair,bert - baseline feeds sentence - term pair,0.6954872012138367
translation,13,101,baselines,bert - baseline,applies,classifier,bert - baseline applies classifier,0.6293723583221436
translation,13,101,baselines,sentence - term pair,into,bert - base encoder,sentence - term pair into bert - base encoder,0.5488107204437256
translation,13,101,baselines,classifier,representation of,aspect term token,classifier representation of aspect term token,0.6592655181884766
translation,13,102,baselines,gat - baseline,with,stanza,gat - baseline with stanza,0.7077210545539856
translation,13,102,baselines,gat - baseline,with,stanza,gat - baseline with stanza,0.7077210545539856
translation,13,102,baselines,gat - baseline,employs,vanilla gat model,gat - baseline employs vanilla gat model,0.5407320261001587
translation,13,102,baselines,stanza,employs,vanilla gat model,stanza employs vanilla gat model,0.6040297746658325
translation,13,102,baselines,vanilla gat model,over,single dependency tree,vanilla gat model over single dependency tree,0.6665742993354797
translation,13,102,baselines,single dependency tree,obtained from,stanza,single dependency tree obtained from stanza,0.6180137395858765
translation,13,102,baselines,single dependency tree,without differentiating,edge types,single dependency tree without differentiating edge types,0.7251777648925781
translation,13,102,baselines,baselines,has,gat - baseline,baselines has gat - baseline,0.6142918467521667
translation,13,104,baselines,rgat,over,single dependency trees,rgat over single dependency trees,0.6040448546409607
translation,13,104,baselines,rgat,apply,rgat models,rgat apply rgat models,0.6659663319587708
translation,13,104,baselines,single dependency trees,apply,rgat models,single dependency trees apply rgat models,0.5871633291244507
translation,13,104,baselines,rgat models,with,parent-to-children and child - to - parent edge types,rgat models with parent-to-children and child - to - parent edge types,0.6287530660629272
translation,13,104,baselines,parent-to-children and child - to - parent edge types,over,different dependency trees,parent-to-children and child - to - parent edge types over different dependency trees,0.6478924751281738
translation,13,104,baselines,different dependency trees,from,"corenlp , stanza , and berkeley parsers","different dependency trees from corenlp , stanza , and berkeley parsers",0.5283025503158569
translation,13,104,baselines,baselines,has,rgat,baselines has rgat,0.5295360684394836
translation,13,75,hyperparameters,initial word node features,for,rgat,initial word node features for rgat,0.5640146136283875
translation,13,75,hyperparameters,initial word node features,obtained from,bert encoder,initial word node features obtained from bert encoder,0.5494562983512878
translation,13,75,hyperparameters,rgat,obtained from,bert encoder,rgat obtained from bert encoder,0.5874054431915283
translation,13,75,hyperparameters,bert encoder,with,positional information,bert encoder with positional information,0.6504552364349365
translation,13,75,hyperparameters,positional information,from,positional embeddings,positional information from positional embeddings,0.5405680537223816
translation,13,75,hyperparameters,hyperparameters,has,initial word node features,hyperparameters has initial word node features,0.4552958011627197
translation,13,110,hyperparameters,gat implementation,based on,deep graph library,gat implementation based on deep graph library,0.586361289024353
translation,13,110,hyperparameters,hyperparameters,has,gat implementation,hyperparameters has gat implementation,0.491947203874588
translation,13,111,hyperparameters,training,set,learning rate,training set learning rate,0.6812386512756348
translation,13,111,hyperparameters,training,set,batch size,training set batch size,0.6989448666572571
translation,13,111,hyperparameters,learning rate,=,10 ?5,learning rate = 10 ?5,0.6754002571105957
translation,13,111,hyperparameters,batch size,=,4,batch size = 4,0.668002188205719
translation,13,111,hyperparameters,hyperparameters,During,training,hyperparameters During training,0.6737716197967529
translation,13,112,hyperparameters,dev data,to select,hidden dimension d h,dev data to select hidden dimension d h,0.6728765368461609
translation,13,112,hyperparameters,dev data,to select,head number,dev data to select head number,0.644463837146759
translation,13,112,hyperparameters,dev data,to select,gat / rgat layer,dev data to select gat / rgat layer,0.666178286075592
translation,13,112,hyperparameters,hidden dimension d h,for,gat / rgat,hidden dimension d h for gat / rgat,0.6142634153366089
translation,13,112,hyperparameters,hidden dimension d h,for,gat / rgat layer,hidden dimension d h for gat / rgat layer,0.5545336008071899
translation,13,112,hyperparameters,gat / rgat,from,"{ 64 , 128 , 256 }","gat / rgat from { 64 , 128 , 256 }",0.5700340867042542
translation,13,112,hyperparameters,head number,in,multi-head self-attention,head number in multi-head self-attention,0.5367976427078247
translation,13,112,hyperparameters,multi-head self-attention,from,"{ 4 , 8 }","multi-head self-attention from { 4 , 8 }",0.5801582336425781
translation,13,112,hyperparameters,gat / rgat layer,from,"{ 2 , 3 , 4 }","gat / rgat layer from { 2 , 3 , 4 }",0.5841525793075562
translation,13,112,hyperparameters,hyperparameters,use,dev data,hyperparameters use dev data,0.6299360394477844
translation,13,114,hyperparameters,best setting,from,"dropout rate range = [ 0.1 , 0.3 ]","best setting from dropout rate range = [ 0.1 , 0.3 ]",0.5072281360626221
translation,13,114,hyperparameters,hyperparameters,apply,"dropout ( srivastava et al. , 2014 )","hyperparameters apply dropout ( srivastava et al. , 2014 )",0.5427748560905457
translation,13,114,hyperparameters,hyperparameters,select,best setting,hyperparameters select best setting,0.6363351941108704
translation,13,115,hyperparameters,weight,of,l2 regularization,weight of l2 regularization,0.5119404792785645
translation,13,115,hyperparameters,l2 regularization,as,10 ?6,l2 regularization as 10 ?6,0.5382182002067566
translation,13,115,hyperparameters,hyperparameters,set,weight,hyperparameters set weight,0.6553722620010376
translation,13,116,hyperparameters,model,up to,5 epochs,model up to 5 epochs,0.6747093200683594
translation,13,116,hyperparameters,hyperparameters,train,model,hyperparameters train model,0.7064553499221802
translation,13,5,model,syntactic information,propose,simple yet effective graph ensemble technique,syntactic information propose simple yet effective graph ensemble technique,0.5922301411628723
translation,13,5,model,simple yet effective graph ensemble technique,to make use of,predictions,simple yet effective graph ensemble technique to make use of predictions,0.686728298664093
translation,13,5,model,predictions,from,different parsers,predictions from different parsers,0.551298201084137
translation,13,5,model,syntactic information,has,in the face of unavoidable errors,syntactic information has in the face of unavoidable errors,0.5270102620124817
translation,13,5,model,model,propose,simple yet effective graph ensemble technique,model propose simple yet effective graph ensemble technique,0.6448866724967957
translation,13,6,model,dependency relations,from,different parses,dependency relations from different parses,0.5435981154441833
translation,13,6,model,different parses,before applying,gnns,different parses before applying gnns,0.7043335437774658
translation,13,6,model,gnns,over,resulting graph,gnns over resulting graph,0.6442453861236572
translation,13,22,model,technique,to help,dependency - based models,technique to help dependency - based models,0.6221726536750793
translation,13,22,model,dependency - based models,mitigate,effect of parsing errors,dependency - based models mitigate effect of parsing errors,0.6249195337295532
translation,13,22,model,model,propose,graphmerge,model propose graphmerge,0.6786664724349976
translation,13,23,model,model,based on,observation,model based on observation,0.7373062372207642
translation,13,27,model,gnn model,to,various graph hypotheses,gnn model to various graph hypotheses,0.5300034284591675
translation,13,27,model,edges,contribute more to,task,edges contribute more to task,0.7022247314453125
translation,13,27,model,model,exposes,gnn model,model exposes gnn model,0.6659009456634521
translation,13,28,model,syntactic dependency information,between,words,syntactic dependency information between words,0.5770754218101501
translation,13,28,model,syntactic dependency information,define,two different edge typesparent - to-children and children - to - parent,syntactic dependency information define two different edge typesparent - to-children and children - to - parent,0.5978922843933105
translation,13,28,model,relational graph attention networks ( rgat ),on,ensemble graph,relational graph attention networks ( rgat ) on ensemble graph,0.5421529412269592
translation,13,28,model,model,To retain,syntactic dependency information,model To retain syntactic dependency information,0.6213370561599731
translation,13,68,model,relational gat ( rgat ),to capture,edge type information,relational gat ( rgat ) to capture edge type information,0.7020111680030823
translation,13,68,model,model,adapt,relational gat ( rgat ),model adapt relational gat ( rgat ),0.8328621983528137
translation,13,126,model,ensemble models,benefit from,multiple parses,ensemble models benefit from multiple parses,0.6368953585624695
