topic,paper_ID,sentence_ID,info-unit,sub,pred,obj
translation,63,114,experimental-setup,number of clusters,set to,256
translation,63,114,experimental-setup,Experimental setup,has,number of clusters
translation,63,117,experimental-setup,fast align toolkit,used for,word alignment
translation,63,117,experimental-setup,Experimental setup,has,fast align toolkit
translation,63,119,experimental-setup,Dynet toolkit,for,implementation
translation,63,119,experimental-setup,implementation,of,all our neural models
translation,63,119,experimental-setup,Experimental setup,use,Dynet toolkit
translation,63,45,experiments,UDPipe POS tagger,trained using,averaged perceptron
translation,63,45,experiments,averaged perceptron,with,feature engineering
translation,63,115,experiments,cross-lingual transfer parsing,use,parallel data
translation,63,115,experiments,parallel data,from,OPUS
translation,63,115,experiments,parallel data,to derive,cross-lingual word embeddings
translation,63,115,experiments,cross-lingual transfer parsing,has,of lowresource languages
translation,63,142,experiments,outperform,has,rank - 1 system
translation,63,142,experiments,rank - 1 system,has,significantly
translation,63,143,experiments,performance,of,word segmentation
translation,63,143,experiments,crucial,for,pipeline system
translation,63,146,experiments,transfer parsing approaches,for,cross-domain and crosslingual adaption
translation,63,146,experiments,resources,from,multiple treebanks
translation,63,7,model,list- based transitionbased algorithm,for,general non-projective parsing
translation,63,7,model,list- based transitionbased algorithm,present,improved Stack - LSTM - based architecture
translation,63,7,model,improved Stack - LSTM - based architecture,for representing,each transition state
translation,63,7,model,improved Stack - LSTM - based architecture,making,predictions
translation,63,7,model,Model,employ,list- based transitionbased algorithm
translation,63,7,model,Model,present,improved Stack - LSTM - based architecture
translation,63,8,model,low / zero-resource languages and cross-domain data,use,model transfer approach
translation,63,8,model,model transfer approach,effective use of,existing resources
translation,63,8,model,Model,to parse,low / zero-resource languages and cross-domain data
translation,63,48,model,Model,modeling from,characters
translation,63,71,model,Incremental Tree -LSTM,obtains,sub-tree representations
translation,63,71,model,sub-tree representations,has,incrementally
translation,63,71,model,Model,propose,Incremental Tree -LSTM
translation,63,72,model,dependency arc,collect,representations
translation,63,72,model,representations,of,all the found modifiers
translation,63,72,model,representations,of,sub-tree
translation,63,72,model,all the found modifiers,of,head
translation,63,72,model,all the found modifiers,of,head
translation,63,72,model,embedding,of,head
translation,63,72,model,embedding,as,representation
translation,63,72,model,representation,of,sub-tree
translation,63,72,model,Model,collect,representations
translation,63,9,results,substantial gains,against,UDPipe baseline
translation,63,9,results,average improvement,of,3.76 %
translation,63,9,results,3.76 %,in,LAS
translation,63,9,results,LAS,of,all languages
translation,63,9,results,Results,demonstrate,substantial gains
translation,63,133,results,cross-domain and cross-lingual transfer parsing,improve over,supervised systems
translation,63,133,results,supervised systems,has,significantly
translation,63,133,results,Results,see that,cross-domain and cross-lingual transfer parsing
translation,63,133,results,Results,both,cross-domain and cross-lingual transfer parsing
translation,63,135,results,end-to - end universal parsing system,with comparison to,UDPipe baseline models
translation,63,135,results,Results,of,end-to - end universal parsing system
translation,63,136,results,substantial gains,over,UDPipe
translation,63,136,results,UDPipe,on,76 out of 81 treebanks
translation,63,136,results,UDPipe,with,3.76 % improvements
translation,63,136,results,3.76 % improvements,in,average LAS
translation,63,136,results,Results,obtain,substantial gains
translation,63,147,results,significant improvements,against,UDPipe baseline systems
translation,63,147,results,UDPipe baseline systems,on,most of the test sets
translation,63,147,results,Results,obtain,significant improvements
translation,64,57,experimental-setup,embedding tables,from,"pretrained RoBERTa - base ( Liu et al. , 2019 )"
translation,64,57,experimental-setup,embedding tables,from,"BERT - base ( Devlin et al. , 2018 )"
translation,64,57,experimental-setup,embedding tables,from,DistilBERT - base
translation,64,57,experimental-setup,embedding tables,from,ALBERT - large - v2
translation,64,57,experimental-setup,embedding tables,from,"ALBERT - base - v2 ( Lan et al. , 2019 )"
translation,64,57,experimental-setup,embedding tables,from,huggingface transformers library
translation,64,57,experimental-setup,embedding tables,from,huggingface transformers library
translation,64,57,experimental-setup,"ALBERT - base - v2 ( Lan et al. , 2019 )",from,huggingface transformers library
translation,64,57,experimental-setup,Experimental setup,extract,embedding tables
translation,64,69,experimental-setup,transformer model training,base,our implementation
translation,64,69,experimental-setup,our implementation,on,huggingface transformers library v2.6.0
translation,64,69,experimental-setup,Experimental setup,For,transformer model training
translation,64,70,experimental-setup,AdamW optimizer,with,10 % warmup steps
translation,64,70,experimental-setup,AdamW optimizer,with,linear learning rate decay
translation,64,70,experimental-setup,linear learning rate decay,to,0
translation,64,70,experimental-setup,Experimental setup,use,AdamW optimizer
translation,64,72,experimental-setup,code embeddings,with,32 codebooks
translation,64,72,experimental-setup,Experimental setup,learn,code embeddings
translation,64,83,experimental-setup,code embeddings,for,"{ 500 , 700 , 900 , 1100 , 1300 } epochs"
translation,64,83,experimental-setup,Experimental setup,learn,code embeddings
translation,64,84,experimental-setup,transformer models,with,original and code embeddings
translation,64,84,experimental-setup,transformer models,with,sequence length
translation,64,84,experimental-setup,original and code embeddings,for,40 epochs
translation,64,84,experimental-setup,original and code embeddings,with,batch size 16
translation,64,84,experimental-setup,original and code embeddings,with,sequence length
translation,64,84,experimental-setup,sequence length,has,128
translation,64,84,experimental-setup,Experimental setup,train,transformer models
translation,64,86,experimental-setup,peak learning rate,has,"{ 2e - 5 , 3e - 5 , ... , 6e - 5 }"
translation,64,86,experimental-setup,peak learning rate,has,weight decay
translation,64,86,experimental-setup,weight decay,has,"{ 0.01 , 0.05 , 0.1 }"
translation,64,86,experimental-setup,Experimental setup,experiment with,peak learning rate
translation,64,86,experimental-setup,Experimental setup,experiment with,weight decay
translation,64,96,experimental-setup,different pretrained BERT - variants,as,encoder
translation,64,96,experimental-setup,different pretrained BERT - variants,as,transformer decoder layers
translation,64,96,experimental-setup,transformer decoder layers,with,d model = 768
translation,64,96,experimental-setup,pointer generator network,uses,scaled dot-product attention
translation,64,96,experimental-setup,scaled dot-product attention,to score,tokens
translation,64,96,experimental-setup,Experimental setup,use,different pretrained BERT - variants
translation,64,96,experimental-setup,Experimental setup,use,transformer decoder layers
translation,64,97,experimental-setup,crossentropy loss,with,label smoothing
translation,64,97,experimental-setup,label smoothing,of,0.1
translation,64,97,experimental-setup,Experimental setup,trained using,crossentropy loss
translation,64,98,experimental-setup,code embeddings,for,900 epochs
translation,64,98,experimental-setup,900 epochs,has,offline
translation,64,98,experimental-setup,Experimental setup,train,code embeddings
translation,64,99,experimental-setup,0.01,used for,transformer training
translation,64,99,experimental-setup,Learning rate,has,2e - 5
translation,64,99,experimental-setup,weight decay,has,0.01
translation,64,99,experimental-setup,Experimental setup,has,Learning rate
translation,64,99,experimental-setup,Experimental setup,has,weight decay
translation,64,101,experimental-setup,inference,employ,beam decoding
translation,64,101,experimental-setup,beam decoding,with,width 5
translation,64,101,experimental-setup,Experimental setup,During,inference
translation,64,115,experimental-setup,embeddings,from,pretrained ALBERT - base - v2
translation,64,115,experimental-setup,code embeddings,with,M
translation,64,115,experimental-setup,code embeddings,with,K
translation,64,115,experimental-setup,M,in,"{ 8 , 16 , 32 , 64 }"
translation,64,115,experimental-setup,M,in,"{ 16 , 32 , 64 }"
translation,64,115,experimental-setup,K,in,"{ 16 , 32 , 64 }"
translation,64,115,experimental-setup,Experimental setup,use,embeddings
translation,64,32,experiments,outperforms,on,GLUE
translation,64,32,experiments,BERT - large,on,GLUE
translation,64,32,experiments,ALBERT - xxlarge,has,outperforms
translation,64,32,experiments,outperforms,has,BERT - large
translation,64,32,experiments,GLUE,has,"Wang et al. , 2018 )"
translation,64,32,experiments,RACE,has,"et al. , 2017 )"
translation,64,71,experiments,Forr code embedding learning,base,our implementation
translation,64,71,experiments,our implementation,on,Shu and Nakayama ( 2017 )
translation,64,85,experiments,Uncased BERT and DistilBERT,perform,better
translation,64,85,experiments,better,than,cased versions
translation,64,110,experiments,code embeddings,trained for,different numbers of epochs
translation,64,110,experiments,code embeddings,finetune,semantic parsing
translation,64,110,experiments,different numbers of epochs,to,ALBERT - base - v2
translation,64,111,experiments,SNIPS and ATIS,find,best validation setting
translation,64,111,experiments,best validation setting,among,"learning rate { 2,3,4,5,6}e - 5"
translation,64,111,experiments,best validation setting,among,weight decay
translation,64,111,experiments,weight decay,has,"{ 0.01 , 0.05 , 0.01 }"
translation,64,20,model,task - oriented semantic parsing models,produce,near state - of - the - art performances
translation,64,20,model,near state - of - the - art performances,by compressing,existing large models
translation,64,20,model,space - efficient,has,task - oriented semantic parsing models
translation,64,20,model,Model,build,space - efficient
translation,64,21,model,compositional code embeddings,to significantly compress,BERT - base and RoBERTa - base encoders
translation,64,21,model,BERT - base and RoBERTa - base encoders,with,little performance loss
translation,64,21,model,Model,learn,compositional code embeddings
translation,64,58,model,embedding tables,in,transformer models
translation,64,58,model,embedding tables,with,compositional code approximations
translation,64,58,model,embedding tables,evaluate,compressed language models
translation,64,58,model,compressed language models,by finetuning,downstream tasks
translation,64,58,model,Model,replace,embedding tables
translation,64,24,results,20.47 % ? 34.22 % encoder compression rates,with,> 97.5 % semantic parsing performance preservation
translation,64,87,results,different transformer encoders,to establish,strong baselines
translation,64,87,results,strong baselines,which achieve,EM values
translation,64,87,results,EM values,that are,within 1.5 %
translation,64,87,results,within 1.5 %,of,state - of - the- art
translation,64,87,results,Results,use,different transformer encoders
translation,64,88,results,models,based on,compressed ALBERT - large - v2 encoder ( 54MB )
translation,64,88,results,compressed ALBERT - large - v2 encoder ( 54MB ),perserves,> 99.6 % EM
translation,64,88,results,> 99.6 % EM,of,previous state- ofthe - art model
translation,64,88,results,previous state- ofthe - art model,which uses,BERT encoder ( 420 MB )
translation,64,89,results,compressed encoders,perserve,> 97.5 % EM
translation,64,89,results,> 97.5 % EM,of,uncompressed counterparts
translation,64,89,results,uncompressed counterparts,under,same training settings
translation,64,102,results,Our greatly compressed models,present,98?99 % performances
translation,64,102,results,98?99 % performances,of,original models
translation,64,102,results,Results,has,Our greatly compressed models
translation,64,116,results,MSE loss,for,embeddings
translation,64,116,results,embeddings,with,larger M and K
translation,64,116,results,700 epochs,has,MSE loss
translation,64,116,results,Results,after,700 epochs
translation,64,119,results,larger M,yields,better performances
translation,64,119,results,Results,has,larger M
translation,64,123,results,compositional code embeddings,to compress,model embeddings
translation,64,123,results,compositional code embeddings,observe,97.5 % performance preservation
translation,64,123,results,model embeddings,by,95.15 % ? 98.46 %
translation,64,123,results,pretrained encoders,by,20.47 % ? 34.22 %
translation,64,123,results,97.5 % performance preservation,on,"SNIPS , ATIS , and Facebook TOP"
translation,64,123,results,Results,learn,compositional code embeddings
translation,64,124,results,compressed ALBERT - large,is,54MB
translation,64,124,results,compressed ALBERT - large,achieve,99.6 % performances
translation,64,124,results,99.6 % performances,of,previous state - of - the - art models
translation,64,124,results,previous state - of - the - art models,on,SNIPS and ATIS
translation,64,124,results,Results,has,compressed ALBERT - large
translation,65,5,model,bidirectional LSTM ( BiLSTM ) based language model,pre-trained to predict,words
translation,65,5,model,words,in,plain text
translation,65,5,model,multi-layer perceptron ( MLP ) decision model,uses,features
translation,65,5,model,features,from,language model
translation,65,5,model,features,to predict,correct actions
translation,65,5,model,correct actions,for,ArcHybrid transition based parser
translation,65,5,model,Model,consists of,bidirectional LSTM ( BiLSTM ) based language model
translation,65,11,model,features,for,parser
translation,65,11,model,features,from,bidirectional LSTM language model
translation,65,11,model,bidirectional LSTM language model,trained with,pre-tokenized text
translation,65,11,model,pre-tokenized text,to predict,words
translation,65,11,model,words,in,sentence
translation,65,11,model,words,using,left and the right context
translation,65,11,model,Model,derive,features
translation,65,12,model,word embeddings and context embeddings,from,language model
translation,65,12,model,Model,derive,word embeddings and context embeddings
translation,65,4,results,dense vectors,derived from,language model
translation,65,4,results,dense vectors,represent,left / right context
translation,65,4,results,dense vectors,demonstrate,context embeddings
translation,65,4,results,left / right context,of,word instance
translation,65,4,results,context embeddings,has,dense vectors
translation,65,4,results,Results,introduce,context embeddings
translation,66,218,ablation-analysis,drops,by,about four points
translation,66,218,ablation-analysis,tokenization,has,UD parsing performance
translation,66,218,ablation-analysis,gold tokenization,has,UD parsing performance
translation,66,218,ablation-analysis,UD parsing performance,has,drops
translation,66,218,ablation-analysis,Ablation analysis,importance of,tokenization
translation,66,218,ablation-analysis,Ablation analysis,without,gold tokenization
translation,66,20,experimental-setup,annotation,includes,tokenization
translation,66,20,experimental-setup,annotation,includes,part-of-speech ( POS ) tags
translation,66,20,experimental-setup,annotation,includes,( labeled ) Universal Dependencies
translation,66,20,experimental-setup,Experimental setup,has,annotation
translation,66,182,experimental-setup,experiments,run on,Xeon E5-2670 2.6 GHz machine
translation,66,182,experimental-setup,Experimental setup,has,experiments
translation,66,9,model,annotation noise,propose,new method
translation,66,9,model,new method,to distill,ensemble of 20 transition - based parsers
translation,66,9,model,ensemble of 20 transition - based parsers,into,single one
translation,66,9,model,Model,To overcome,annotation noise
translation,66,9,model,Model,propose,new method
translation,66,19,model,new English tweet treebank,of,"55,607 tokens"
translation,66,19,model,new English tweet treebank,follows,UD guidelines
translation,66,19,model,new English tweet treebank,contends with,social media-specific challenges
translation,66,19,model,"55,607 tokens",follows,UD guidelines
translation,66,19,model,Model,introduce,new English tweet treebank
translation,66,24,model,20 parser ensemble,into,single greedy parser
translation,66,24,model,Model,distill,20 parser ensemble
translation,66,32,model,new distillation method,for training,greedy parser
translation,66,32,model,new distillation method,leading to,better performance
translation,66,32,model,new distillation method,leading to,without efficiency sacrifices
translation,66,32,model,better performance,than,existing methods
translation,66,32,model,Model,propose,new distillation method
translation,66,153,model,new character - level bidirectional LSTM ( bi- LSTM ) sequence - labeling model,for,tokenization
translation,66,153,model,Model,introduce,new character - level bidirectional LSTM ( bi- LSTM ) sequence - labeling model
translation,66,203,model,ensemble,into,single transition - based parser
translation,66,25,results,learning,directly from,exploration
translation,66,25,results,learning,is,more beneficial
translation,66,25,results,exploration,of,ensemble parser
translation,66,25,results,exploration,is,more beneficial
translation,66,25,results,ensemble parser,is,more beneficial
translation,66,25,results,more beneficial,learning from,"gold standard "" oracle "" transition sequence"
translation,66,25,results,Results,show,learning
translation,66,165,results,bi-LSTM tokenizer,achieves,best accuracy
translation,66,165,results,best accuracy,among,all these tokenizers
translation,66,165,results,Results,has,bi-LSTM tokenizer
translation,66,217,results,our pipeline,has,outperforms
translation,66,217,results,outperforms,has,state of the art
translation,67,145,ablation-analysis,drops,in comparison with,model
translation,67,145,ablation-analysis,model,trained without using,automatically parsed data
translation,67,145,ablation-analysis,50 K automatically parsed sentences,has,performance
translation,67,145,ablation-analysis,performance,has,drops
translation,67,145,ablation-analysis,Ablation analysis,use,50 K automatically parsed sentences
translation,67,146,ablation-analysis,automatically parsed data,to,100K sentences
translation,67,146,ablation-analysis,parsing performance,improves,1 percent
translation,67,146,ablation-analysis,automatically parsed data,has,parsing performance
translation,67,146,ablation-analysis,100K sentences,has,parsing performance
translation,67,146,ablation-analysis,POS tagging accuracy,has,drops slightly
translation,67,146,ablation-analysis,Ablation analysis,increase,automatically parsed data
translation,67,147,ablation-analysis,automatically parsed data,to,200K sentences
translation,67,147,ablation-analysis,automatically parsed data,both,parsing performance
translation,67,147,ablation-analysis,automatically parsed data,both,POS tagging accuracy
translation,67,147,ablation-analysis,POS tagging accuracy,has,improve
translation,67,147,ablation-analysis,Ablation analysis,increase,automatically parsed data
translation,67,150,ablation-analysis,Pre-Train strategy,is,much more helpful
translation,67,150,ablation-analysis,Chinese,has,Pre-Train strategy
translation,67,150,ablation-analysis,Ablation analysis,for,Chinese
translation,67,85,hyperparameters,minibatched AdaGrad,in which,learning rate
translation,67,85,hyperparameters,adapted differently,for,different parameters
translation,67,85,hyperparameters,Hyperparameters,utilize,minibatched AdaGrad
translation,67,104,hyperparameters,several hyper-parameters,e.g.,word embedding dimension ( wordDim )
translation,67,104,hyperparameters,several hyper-parameters,e.g.,hidden layer node size ( hiddenSize )
translation,67,104,hyperparameters,several hyper-parameters,e.g.,Dropout ratio ( dropRatio )
translation,67,104,hyperparameters,several hyper-parameters,e.g.,beam size
translation,67,104,hyperparameters,beam size,for,inference ( beamSize )
translation,67,109,hyperparameters,wordDim,=,300
translation,67,109,hyperparameters,hiddenSize,=,300
translation,67,109,hyperparameters,beamSize,=,8
translation,67,109,hyperparameters,Hyperparameters,set,wordDim
translation,67,109,hyperparameters,Hyperparameters,set,hiddenSize
translation,67,109,hyperparameters,Hyperparameters,set,beamSize
translation,67,5,model,set of effective features,via,neural networks
translation,67,5,model,Model,automatically learn,set of effective features
translation,67,6,model,feedforward neural network model,takes as input,"few primitive units ( words , POS tags and certain contextual tokens )"
translation,67,6,model,feedforward neural network model,makes,parsing predictions
translation,67,6,model,"few primitive units ( words , POS tags and certain contextual tokens )",from,local context
translation,67,6,model,"few primitive units ( words , POS tags and certain contextual tokens )",induces,feature representation
translation,67,6,model,feature representation,in,hidden layer
translation,67,6,model,parsing predictions,in,output layer
translation,67,6,model,Model,build,feedforward neural network model
translation,67,7,model,feature representation and the prediction model parameters,using,back propagation algorithm
translation,67,26,model,shift-reduce parsing strategy,to build,constituent structure
translation,67,26,model,shift-reduce parsing strategy,train,feedforward neural network model
translation,67,26,model,constituent structure,of,sentence
translation,67,26,model,feedforward neural network model,to jointly learn,feature representations
translation,67,26,model,feedforward neural network model,make,parsing predictions
translation,67,26,model,Model,choose,shift-reduce parsing strategy
translation,67,26,model,Model,train,feedforward neural network model
translation,67,27,model,input layer,of,network
translation,67,27,model,network,takes as input,"few primitive units ( words , POS tags and certain contextual tokens )"
translation,67,27,model,"few primitive units ( words , POS tags and certain contextual tokens )",from,local context
translation,67,27,model,hidden layer,aims to induce,distributed feature representation
translation,67,27,model,distributed feature representation,by combining,all the primitive units
translation,67,27,model,all the primitive units,with,different weights
translation,67,27,model,output layer,to make,parsing predictions
translation,67,27,model,parsing predictions,based on,feature representation
translation,67,27,model,Model,has,input layer
translation,67,28,model,training process,using,backpropagation algorithm
translation,67,28,model,feature representation and prediction model parameters,using,backpropagation algorithm
translation,67,28,model,Model,During,training process
translation,67,28,model,Model,simultaneously learns,feature representation and prediction model parameters
translation,67,8,results,model,large amount of,automatically parsed data
translation,67,8,results,fine-tuning,on,manually annotated Treebank data
translation,67,8,results,our parser,achieves,highest F 1 score
translation,67,8,results,our parser,achieves,competitive F 1 score
translation,67,8,results,highest F 1 score,at,86.6 %
translation,67,8,results,highest F 1 score,at,90.7 %
translation,67,8,results,86.6 %,on,Chinese Treebank 5.1
translation,67,8,results,competitive F 1 score,at,90.7 %
translation,67,8,results,90.7 %,on,English Treebank
translation,67,8,results,Results,pre-training,model
translation,67,33,results,F 1 = 86.6 %,for,Chinese
translation,67,33,results,F 1 = 86.6 %,for,English
translation,67,33,results,outperforms,comparable to,state - of - the - art systems
translation,67,33,results,final performance,is,F 1 = 90.7 %
translation,67,33,results,outperforms,has,all the state - of - theart systems
translation,67,33,results,English,has,final performance
translation,67,33,results,Results,On,standard data sets
translation,67,34,results,outperforms,by,3.4 percentage points
translation,67,34,results,outperforms,by,2.5 percentage points
translation,67,34,results,Berkeley Parser,by,2.5 percentage points
translation,67,34,results,3.4 percentage points,for,Chinese
translation,67,34,results,2.5 percentage points,for,English
translation,67,34,results,cross-domain data sets,has,our model
translation,67,34,results,our model,has,outperforms
translation,67,34,results,outperforms,has,Berkeley Parser
translation,67,34,results,Results,On,cross-domain data sets
translation,67,118,results,wordDim,from,50 to 300
translation,67,118,results,parsing performance,improves,1.5 percentage points
translation,67,118,results,wordDim,has,parsing performance
translation,67,118,results,50 to 300,has,parsing performance
translation,67,118,results,Results,increasing,wordDim
translation,67,148,results,Pre-Train strategy,performance of,all three configurations
translation,67,148,results,all three configurations,improves,performance
translation,67,148,results,performance,against,model
translation,67,148,results,Results,For,Pre-Train strategy
translation,67,149,results,Mix-Train strategy,when,same amount of automatically parsed data
translation,67,149,results,same amount of automatically parsed data,is,used
translation,67,149,results,Pre-Train strategy,has,consistently outperforms
translation,67,149,results,consistently outperforms,has,Mix-Train strategy
translation,67,149,results,Results,has,Pre-Train strategy
translation,67,153,results,consistent degradation,in,performance
translation,67,153,results,performance,against,model
translation,67,156,results,parsing performance,of,Pre-Train setting
translation,67,156,results,consistently improves,as,size of automatically parsed data
translation,67,156,results,Pre-Train setting,has,consistently improves
translation,67,156,results,size of automatically parsed data,has,increases
translation,67,156,results,Results,has,parsing performance
translation,67,157,results,Results,Comparing With,State-of- the- art Systems
translation,67,166,results,performance,of,systems
translation,67,166,results,"our "" Pretrain - Finetune "" system",shows,fairly large gain
translation,67,166,results,fairly large gain,over,""" Supervised "" system"
translation,67,166,results,Results,Comparing,performance
translation,67,171,results,""" Pretrain - Finetune "" system",with,all the stateof - the - art systems
translation,67,171,results,""" Pretrain - Finetune "" system",see,our system
translation,67,171,results,our system,has,surpass
translation,67,171,results,surpass,has,all the other systems
translation,67,175,results,"Our "" Pretrain - Finetune "" system",achieves,much better performance
translation,67,175,results,much better performance,than,""" Supervised "" system"
translation,67,175,results,Results,has,"Our "" Pretrain - Finetune "" system"
translation,67,176,results,outperforms,has,all other neural network based systems
translation,67,176,results,Results,has,"Our "" Pretrain - Finetune "" system"
translation,67,189,results,Berkeley Parser,on average,"our "" Pretrain - Finetune "" model"
translation,67,189,results,"our "" Pretrain - Finetune "" model",is,3.4 percentage points better
translation,67,189,results,"our "" Pretrain - Finetune "" model",is,3.2 percentage points
translation,67,189,results,3.4 percentage points better,in terms of,parsing accuracy
translation,67,189,results,better,in terms of,POS tagging accuracy
translation,67,189,results,3.2 percentage points,has,better
translation,67,189,results,Results,Compared with,Berkeley Parser
translation,68,20,ablation-analysis,impact,of adding,additional BiLSTM layers and highway connections
translation,68,20,ablation-analysis,Ablation analysis,explore,impact
translation,68,134,ablation-analysis,Ablation analysis,Adding,third BiLSTM layer
translation,68,142,ablation-analysis,highway connections,become,crucial
translation,68,142,ablation-analysis,crucial,as,number of layers
translation,68,142,ablation-analysis,number of layers,has,increases
translation,68,142,ablation-analysis,Ablation analysis,has,highway connections
translation,68,25,experiments,parsing,using,same feature representations
translation,68,25,experiments,same feature representations,from,BiLSTMs
translation,68,126,experiments,BiLSTM POS tagger,yielded,97.37 % and 97.53 % tagging accuracy
translation,68,126,experiments,97.37 % and 97.53 % tagging accuracy,on,dev and test sets
translation,68,126,experiments,performance,on par with,state - of- the - art
translation,68,126,experiments,Supertaggers,has,BiLSTM POS tagger
translation,68,41,hyperparameters,each word,represented via,concatenation
translation,68,41,hyperparameters,concatenation,of,100 - dimensional embedding of the word
translation,68,41,hyperparameters,concatenation,of,100 - dimensional embedding
translation,68,41,hyperparameters,100 - dimensional embedding,of,predicted part of speech ( POS ) tag
translation,68,41,hyperparameters,30 dimensional character - level representation,from,CNNs
translation,68,41,hyperparameters,Hyperparameters,input for,each word
translation,68,43,hyperparameters,word embeddings,to be,pre-trained GloVe vectors
translation,68,43,hyperparameters,word embeddings,for,words
translation,68,43,hyperparameters,words,initialize,embedding
translation,68,43,hyperparameters,embedding,to,zero vector
translation,68,43,hyperparameters,words,has,not in GloVe
translation,68,43,hyperparameters,Hyperparameters,initialize,word embeddings
translation,68,43,hyperparameters,Hyperparameters,for,words
translation,68,44,hyperparameters,other embeddings,are,randomly initialized
translation,68,44,hyperparameters,Hyperparameters,has,other embeddings
translation,68,59,hyperparameters,BiLSTMs layers,with,512 units each
translation,68,59,hyperparameters,Hyperparameters,use,BiLSTMs layers
translation,68,60,hyperparameters,"layer - to - layer , and recurrent ( Gal and Ghahramani , 2016 ) dropout rates",are,0.5
translation,68,60,hyperparameters,Input,has,"layer - to - layer , and recurrent ( Gal and Ghahramani , 2016 ) dropout rates"
translation,68,60,hyperparameters,Hyperparameters,has,Input
translation,68,60,hyperparameters,Hyperparameters,has,"layer - to - layer , and recurrent ( Gal and Ghahramani , 2016 ) dropout rates"
translation,68,61,hyperparameters,CNN character - level representation,used,hyperparameters
translation,68,61,hyperparameters,hyperparameters,from,Ma and Hovy ( 2016 )
translation,68,61,hyperparameters,Hyperparameters,For,CNN character - level representation
translation,68,62,hyperparameters,network,including,embeddings
translation,68,62,hyperparameters,network,by optimizing,negative log-likelihood
translation,68,62,hyperparameters,negative log-likelihood,of,observed sequences
translation,68,62,hyperparameters,observed sequences,of,supertags
translation,68,62,hyperparameters,minibatch stochastic fashion,with,Adam optimization algorithm
translation,68,62,hyperparameters,Adam optimization algorithm,with,batch size
translation,68,62,hyperparameters,batch size,has,"100 and = 0.01 ( Kingma and Ba , 2015 )"
translation,68,62,hyperparameters,Hyperparameters,train,network
translation,68,78,hyperparameters,other embeddings,are,randomly initialized
translation,68,78,hyperparameters,Hyperparameters,has,other embeddings
translation,68,101,hyperparameters,BiLSTMs layers,with,400 units each
translation,68,101,hyperparameters,Hyperparameters,use,BiLSTMs layers
translation,68,102,hyperparameters,"layer - to - layer , and recurrent dropout rates",are,0.33
translation,68,102,hyperparameters,Hyperparameters,has,Input
translation,68,102,hyperparameters,Hyperparameters,has,"layer - to - layer , and recurrent dropout rates"
translation,68,103,hyperparameters,depths,of,all MLPs
translation,68,103,hyperparameters,depths,of,MLPs
translation,68,103,hyperparameters,all MLPs,are,all 1
translation,68,103,hyperparameters,MLPs,for,unlabeled attachment
translation,68,103,hyperparameters,MLPs,for,labeling
translation,68,103,hyperparameters,MLPs,for,labeling
translation,68,103,hyperparameters,labeling,contain,500 ( d arc ) and 100 ( d rel ) units
translation,68,103,hyperparameters,Hyperparameters,has,depths
translation,68,103,hyperparameters,Hyperparameters,has,MLPs
translation,68,104,hyperparameters,character - level CNNs,use,hyperparameters
translation,68,104,hyperparameters,hyperparameters,from,Ma and Hovy ( 2016 )
translation,68,104,hyperparameters,Hyperparameters,For,character - level CNNs
translation,68,113,hyperparameters,MLPs,for,POS tagging and supertagging
translation,68,113,hyperparameters,MLPs,contain,500 units
translation,68,113,hyperparameters,POS tagging and supertagging,contain,500 units
translation,68,113,hyperparameters,Hyperparameters,has,MLPs
translation,68,4,model,graph- based Tree Adjoining Grammar ( TAG ) parser,uses,BiL-STMs
translation,68,4,model,graph- based Tree Adjoining Grammar ( TAG ) parser,uses,highway connections
translation,68,4,model,graph- based Tree Adjoining Grammar ( TAG ) parser,uses,characterlevel CNNs
translation,68,4,model,Model,present,graph- based Tree Adjoining Grammar ( TAG ) parser
translation,68,6,model,graph- based parsing architecture,allows for,global inference
translation,68,6,model,rich feature representations,for,TAG parsing
translation,68,6,model,Model,has,graph- based parsing architecture
translation,68,18,model,character - level Convolutional Neural Networks ( CNNs ),for encoding,morphological information
translation,68,18,model,morphological information,instead of,suffix embeddings
translation,68,18,model,Model,use,character - level Convolutional Neural Networks ( CNNs )
translation,68,19,model,concatenation,after,each BiLSTM layer
translation,68,19,model,Model,perform,concatenation
translation,68,42,model,each character,in,word
translation,68,42,model,each character,in,word
translation,68,42,model,each character,by,30 dimensional vector
translation,68,42,model,30 filters,produce,30 dimensional vector
translation,68,42,model,30 dimensional vector,for,word
translation,68,5,results,best end-to - end parser,jointly performs,supertagging
translation,68,5,results,best end-to - end parser,jointly performs,POS tagging
translation,68,5,results,best end-to - end parser,jointly performs,parsing
translation,68,5,results,best end-to - end parser,jointly performs,outperforms
translation,68,5,results,previously reported best results,more than,2.2 LAS and UAS points
translation,68,5,results,best end-to - end parser,has,outperforms
translation,68,5,results,outperforms,has,previously reported best results
translation,68,5,results,Results,has,best end-to - end parser
translation,68,21,results,increase,of,1.3 %
translation,68,21,results,1.3 %,in,accuracy
translation,68,32,results,best results,in,both tasks
translation,68,32,results,end-to - end parser,has,outperforms
translation,68,32,results,outperforms,has,best results
translation,68,32,results,Results,demonstrate,end-to - end parser
translation,68,133,results,predicted POS,to,input
translation,68,133,results,input,somewhat helps,supertagging
translation,68,133,results,Results,Adding,predicted POS
translation,68,135,results,Our supertagging model ( BiLSTM3 - HW - CNN - POS ),performs,best
translation,68,135,results,best,on,dev set
