topic,paper_ID,sentence_ID,info-unit,sub,pred,obj
summarization,6,24,results,Results,has,truncation
summarization,7,23,ablation-analysis,rapidly,as,average score
summarization,7,23,ablation-analysis,average score,of,summaries
summarization,7,23,ablation-analysis,proportion of consistent improvement ( F/ N ratio ),has,decrease
summarization,7,23,ablation-analysis,decrease,has,rapidly
summarization,7,23,ablation-analysis,Ablation analysis,show that,proportion of consistent improvement ( F/ N ratio )
summarization,7,40,ablation-analysis,correlations,between,metrics
summarization,7,40,ablation-analysis,correlations,some are,even negative
summarization,7,40,ablation-analysis,metrics,are,low
summarization,7,40,ablation-analysis,high-scoring summaries ( T ),has,correlations
summarization,7,40,ablation-analysis,Ablation analysis,in,high-scoring summaries ( T )
summarization,7,19,baselines,consistent improvements,across,metrics
summarization,7,28,baselines,Size of longest common subsequence,between,generated summaries and ground- truth
summarization,7,28,baselines,Baselines,has,Size of longest common subsequence
summarization,7,29,baselines,Soft matching,based on,cosine similarity and word embeddings
summarization,7,29,baselines,Baselines,has,Soft matching
summarization,7,30,baselines,Jensen-Shannon divergence,to measure,difference
summarization,7,30,baselines,difference,between,bigram distributions
summarization,7,8,experiments,methodology,to study,evaluation metrics
summarization,7,8,experiments,evaluation metrics,in,high-scoring range
summarization,7,33,experiments,generated dataset,consists of,"160,523 summaries"
summarization,7,34,experiments,high-scoring summaries,use,LexRank
summarization,7,34,experiments,LexRank,to lter out,summaries
summarization,7,34,experiments,underperform,has,benchmark
summarization,7,35,experiments,nal dataset ( T ),of,102 summaries per topic
summarization,7,35,experiments,nal dataset ( T ),around,102 summaries per topic
summarization,7,35,experiments,102 summaries per topic,after removing,duplicates and ltering
summarization,7,36,experiments,Correlation Analysis,has,PARADOX
summarization,7,14,model,correlation,between,pairs of metrics
summarization,7,14,model,correlation,in,different scoring ranges
summarization,7,14,model,pairs of metrics,in,different scoring ranges
summarization,7,14,model,Model,computes,correlation
summarization,7,32,model,genetic algorithm,for,summarisation
summarization,7,32,model,summarisation,to generate,summaries
summarization,7,32,model,summaries,optimise,each metrics
summarization,7,32,model,Model,use,genetic algorithm
summarization,7,6,results,strong disagreement,between,evaluation metrics
summarization,7,6,results,evaluation metrics,behave,similarly
summarization,7,9,results,more human annotations,in,appropriate scoring range
summarization,7,12,results,score distribution,of,ground - truth summaries
summarization,7,12,results,score distribution,of,generated summaries
summarization,7,12,results,generated summaries,by,modern summarisation systems
summarization,7,13,results,evaluation metrics,behave similar to,human evaluation
summarization,7,13,results,human evaluation,in,red distribution ( high -scoring range )
summarization,7,17,results,Results,has,Bigram overlap between generated summaries and ground- truth
summarization,7,18,results,Results,has,MEASURING CONSISTENT IMPROVEMENTS ACROSS METRICS
summarization,7,21,results,summaries,better than,s
summarization,7,21,results,s,for,one metric
summarization,7,21,results,Results,Among,summaries
summarization,7,22,results,summaries,better than,s
summarization,7,22,results,s,for,all metrics
summarization,7,22,results,Results,Among,summaries
summarization,7,25,results,F,divide by,N
summarization,7,25,results,N,to obtain,ratio
summarization,7,25,results,Results,has,F
summarization,7,37,results,high correlation,between,evaluation metrics
summarization,7,37,results,R - 2 and JS - 2,having,strongest correlation
summarization,7,37,results,Results,for,dataset A and W
summarization,7,41,results,no global agreement,between,metrics
summarization,7,41,results,metrics,to measure,improvements
summarization,7,41,results,improvements,examine,summaries
summarization,7,41,results,summaries,better than,LexRank
summarization,7,42,results,increases,with,higher - scoring summaries
summarization,7,42,results,disagreement,has,increases
summarization,7,44,results,our current evaluation metrics,good at distinguishing,very bad summaries
summarization,7,44,results,very bad summaries,from,very good summaries
summarization,7,44,results,Results,tell us that,our current evaluation metrics
summarization,8,39,ablation-analysis,Exconsumm model,dominates,extractive and mixed results
summarization,8,39,ablation-analysis,Ablation analysis,has,Exconsumm model
summarization,8,26,baselines,sentence classi er,uses,hierarchical LSTM
summarization,8,26,baselines,hierarchical LSTM,to encode,document
summarization,8,26,baselines,hierarchical LSTM,produce,sequence of sentence embeddings
summarization,8,10,experiments,single transformer language model,using,""" formatted "" data"
summarization,8,10,experiments,from scratch,using,""" formatted "" data"
summarization,8,10,experiments,single transformer language model,has,from scratch
summarization,8,14,experiments,language model,to understand,domain language
summarization,8,18,experiments,document,to condition,transformer language model EXTRACTIVE SUMMARISATION
summarization,8,29,experiments,transformer language model,is,GPT - 2
summarization,8,15,hyperparameters,introduction section,would be,entire document
summarization,8,15,hyperparameters,some datasets,has,introduction section
summarization,8,15,hyperparameters,Hyperparameters,For,some datasets
summarization,8,6,model,output,of,extractive step
summarization,8,6,model,extractive step,to train,abstractive transformer language model
summarization,8,6,model,Model,has,output
summarization,8,19,model,extractive,involves,sentence extraction
summarization,8,19,model,sentence extraction,using,two different hierarchical document models
summarization,8,19,model,Model,has,extractive
summarization,8,20,model,goal,lter out,noisy sentences
summarization,8,20,model,goal,extract,important sentences
summarization,8,20,model,important sentences,to better train,transformer language model
summarization,8,20,model,Model,lter out,noisy sentences
summarization,8,20,model,Model,has,goal
summarization,8,21,model,encoder,is,bidirectional LSTM
summarization,8,21,model,encoder,is,autoregressive LSTM
summarization,8,21,model,decoder,is,autoregressive LSTM
summarization,8,21,model,hierarchical seq2seq sentence pointer,has,encoder-decoder architecture
summarization,8,21,model,Model,has,hierarchical seq2seq sentence pointer
summarization,8,22,model,hierarchical encoder,combines,word and sentence - level directional LSTM
summarization,8,22,model,Model,has,hierarchical encoder
summarization,8,23,model,token - level biLSTM,encodes,each sentence
summarization,8,23,model,each sentence,in,document
summarization,8,23,model,each sentence,to obtain,sentence embeddings
summarization,8,23,model,Model,has,token - level biLSTM
summarization,8,24,model,sentence - level biLSTM,encodes,sentence embeddings
summarization,8,24,model,sentence embeddings,to obtain,document representations
summarization,8,24,model,Model,has,sentence - level biLSTM
summarization,8,25,model,decoder,is,autoregressive LSTM
summarization,8,25,model,autoregressive LSTM,takes in,hidden state
summarization,8,25,model,autoregressive LSTM,predict,next sentence to be extract
summarization,8,25,model,hidden state,of,previously extracted sentence
summarization,8,25,model,previously extracted sentence,as,input
summarization,8,25,model,Model,has,decoder
summarization,8,27,model,nal document representation,average of,sentence embeddings
summarization,8,27,model,Model,has,nal document representation
summarization,8,28,model,nal document representation,concatenated to,each sentence embedding
summarization,8,28,model,nal document representation,feed into,neural network
summarization,8,28,model,neural network,with,sigmoid function
summarization,8,28,model,sigmoid function,to obtain,probability
summarization,8,28,model,probability,of,each sentence
summarization,8,28,model,each sentence,included in,extractive summary
summarization,8,28,model,Model,has,nal document representation
summarization,8,30,model,Language models,trained by,factorising joint distribution of words autoregressively
summarization,8,30,model,Model,has,Language models
summarization,8,31,model,training data,in,certain format
summarization,8,31,model,training data,put,ground - truth summary
summarization,8,31,model,ground - truth summary,after,information
summarization,8,31,model,Model,organise,training data
summarization,8,32,model,joint distribution,of,document and summary
summarization,8,32,model,document and summary,during,training
summarization,8,32,model,document and summary,at,inference
summarization,8,32,model,conditional distribution ( given the document ),to generate,summary
summarization,8,32,model,summary,at,inference
summarization,8,32,model,Model,model,joint distribution
summarization,8,32,model,Model,use,conditional distribution ( given the document )
summarization,8,34,model,Assumption,that,introduction
summarization,8,34,model,Model,has,Assumption
summarization,8,8,results,generated abstractive summaries,are,more abstractive
summarization,8,8,results,generated abstractive summaries,yielded,higher ROUGE scores
summarization,8,8,results,more abstractive,than,previous work
summarization,8,8,results,more abstractive,employed,copy mechanism
summarization,8,8,results,Results,has,generated abstractive summaries
summarization,8,37,results,all previous extractive baselines,on,arXiv and PubMed datasets
summarization,8,37,results,our extractive models,has,outperformed
summarization,8,37,results,outperformed,has,all previous extractive baselines
summarization,8,37,results,Results,has,showcase
summarization,8,38,results,other abstractive model,by,massive margin
summarization,8,38,results,Newsroom dataset,has,our TLM
summarization,8,38,results,our TLM,has,outperformed
summarization,8,38,results,outperformed,has,other abstractive model
summarization,8,38,results,outperformed,has,pointer - generator network
summarization,8,38,results,Results,On,Newsroom dataset
summarization,8,41,results,previous abstractive results,on,most ROUGE scores metrics
summarization,8,41,results,most ROUGE scores metrics,except on,ROUGE -L
summarization,8,41,results,"best performing TLM ( TLM - I+E ( G , M ) )",has,outperformed
summarization,8,41,results,outperformed,has,previous abstractive results
summarization,8,41,results,Results,has,"best performing TLM ( TLM - I+E ( G , M ) )"
summarization,8,43,results,copy mechanism,of,discourse - aware model
summarization,8,43,results,copy mechanism,copy,up to 25 - grams
summarization,8,43,results,up to 25 - grams,from,source document
summarization,8,45,results,upper bound performance,of,"our TLM ( TLM - I+E ( G, G ) )"
summarization,8,45,results,"our TLM ( TLM - I+E ( G, G ) )",by including,ground -truth extracted sentences
summarization,8,45,results,ground -truth extracted sentences,in,training and testing
summarization,8,45,results,Results,measure,upper bound performance
summarization,8,46,results,qualitative results,of,summaries
summarization,8,46,results,summaries,generated by,our TLM
summarization,8,48,results,uency and coherency,of,generated summaries
summarization,8,48,results,uency and coherency,of,strong level
summarization,8,48,results,generated summaries,are,strong level
summarization,8,48,results,generated summaries,of,strong level
summarization,8,48,results,Results,has,uency and coherency
summarization,9,11,ablation-analysis,position bias,is,very strong
summarization,9,11,ablation-analysis,position bias,remains,most effective approach
summarization,9,11,ablation-analysis,very strong,in,news
summarization,9,11,ablation-analysis,most effective approach,in selecting,positive information
summarization,9,11,ablation-analysis,Ablation analysis,shows us that,position bias
summarization,9,14,baselines,position - agnostic graphs,extended,LexRank
summarization,9,14,baselines,LexRank,using,SBERT ( SLR )
summarization,9,14,baselines,SBERT ( SLR ),to measure,cosine similarity
summarization,9,15,baselines,af nity propagation clustering algorithm ( SC ),which,center
summarization,9,15,baselines,af nity propagation clustering algorithm ( SC ),clusters,sentences
summarization,9,15,baselines,cluster,selected to build,pseudo reference
summarization,9,17,baselines,SLR and SC,have,two variations
summarization,9,23,baselines,TC,Label,top N sentences
summarization,9,23,baselines,top N sentences,from,each document
summarization,9,23,baselines,top N sentences,as,salient
summarization,9,25,baselines,new unsupervised evaluation metric,to guide,training
summarization,9,25,baselines,training,of,RL - based multidocument summariser
summarization,9,27,baselines,SUPERT,selects,top 10 - 15 sentences
summarization,9,27,baselines,SUPERT,uses,SBERT
summarization,9,27,baselines,top 10 - 15 sentences,from,each source document
summarization,9,27,baselines,each source document,as,pseudo references
summarization,9,27,baselines,SBERT,to measure,semantic similarity
summarization,9,27,baselines,semantic similarity,between,summaries and pseudo references
summarization,9,27,baselines,Baselines,has,SUPERT
summarization,9,21,experiments,PacSum,selects,sentences
summarization,9,21,experiments,sentences,that are,semantically central
summarization,9,21,experiments,high average similarity,with,succeeding sentences
summarization,9,21,experiments,low average similarity,with,preceding sentences
summarization,9,21,experiments,semantically central,has,meaning
summarization,9,21,experiments,meaning,has,high average similarity
summarization,9,5,model,pseudo reference summary,generated by selecting,salient sentences
summarization,9,5,model,salient sentences,from,source documents
summarization,9,5,model,salient sentences,using,contextualised embeddings
summarization,9,5,model,salient sentences,using,soft token alignment
summarization,9,5,model,Model,has,pseudo reference summary
summarization,9,13,model,two graph- based approach,to building,pseudo references
summarization,9,13,model,Model,explored,two graph- based approach
summarization,9,16,model,clustering algorithm,preset,number of clusters
summarization,9,16,model,Model,has,clustering algorithm
summarization,9,18,model,individual graph,builds,graph
summarization,9,18,model,individual graph,selects,top K sentences
summarization,9,18,model,graph,for,each source document
summarization,9,18,model,Model,has,individual graph
summarization,9,19,model,global graph,builds,graph
summarization,9,19,model,global graph,selects,top M sentences
summarization,9,19,model,graph,using,all the sentences
summarization,9,19,model,all the sentences,from,all the source documents
summarization,9,19,model,all the source documents,of,same topic
summarization,9,19,model,Model,has,global graph
summarization,9,20,model,position - aware graphs,extended,PacSum
summarization,9,20,model,PacSum,using,SBERT ( SPS )
summarization,9,20,model,PacSum,consider,individual and global - graph versions
summarization,9,20,model,Model,For,position - aware graphs
summarization,9,22,model,Top + Clique ( TC ),selects,top N sentences
summarization,9,22,model,Top + Clique ( TC ),selects,semantically central sentences
summarization,9,22,model,semantically central sentences,to build,pseudo references
summarization,9,22,model,Model,proposed,Top + Clique ( TC )
summarization,9,6,results,SUPERT,achieve,better correlation
summarization,9,6,results,better correlation,with,human evaluation
summarization,9,6,results,human evaluation,of,18 - 39 %
summarization,9,6,results,Results,has,SUPERT
summarization,9,7,results,SUPERT,with,reinforcement learning summariser
summarization,9,7,results,SUPERT,yielded,strong performance
summarization,9,8,results,outperformed,has,baseline models
summarization,9,9,results,positionagnostic graphs,has,underperformed
summarization,9,9,results,underperformed,has,position - aware graphs
summarization,9,9,results,Results,has,positionagnostic graphs
summarization,9,10,results,position - aware graphs,has,underperformed
summarization,9,10,results,underperformed,has,simple sentence extraction method
summarization,9,10,results,Results,has,position - aware graphs
summarization,9,28,results,NTD with SUPERT,yielded,strongest results
summarization,10,27,ablation-analysis,physicians,summarise,clinical notes
summarization,10,27,ablation-analysis,clinical notes,to cover,more relevant entities
summarization,10,30,ablation-analysis,information,in,earlier health record
summarization,10,30,ablation-analysis,information,persist through to,later records
summarization,10,30,ablation-analysis,earlier health record,persist through to,later records
summarization,10,30,ablation-analysis,later records,reminding,physicians
summarization,10,30,ablation-analysis,physicians,to pay,attention
summarization,10,30,ablation-analysis,attention,for,future treatments
summarization,10,10,baselines,approach,is,unsupervised
summarization,10,10,baselines,Baselines,has,approach
summarization,10,11,baselines,sentences,with,most medical entities
summarization,10,41,baselines,Extension of TFIDF,reduce,duplication of information
summarization,10,41,baselines,weight,of,sentence
summarization,10,41,baselines,weight,of,sentences
summarization,10,41,baselines,sentence,that has,high similarity
summarization,10,41,baselines,high similarity,to,sentences
summarization,10,41,baselines,Baselines,has,Extension of TFIDF
summarization,10,42,baselines,our model,without,novelty feature
summarization,10,42,baselines,our model,without,position feature
summarization,10,42,baselines,our model,without,our full model
summarization,10,42,baselines,our model,without,position feature
summarization,10,5,experimental-setup,5875 admissions,contain,at least one diagnostic ICD code
summarization,10,5,experimental-setup,at least one diagnostic ICD code,related to,heart disease
summarization,10,6,experimental-setup,clinical notes,from,NOTEEVENTS table
summarization,10,6,experimental-setup,Experimental setup,utilise,clinical notes
summarization,10,34,experimental-setup,integer linear programming,with,length constraints
summarization,10,34,experimental-setup,integer linear programming,to generate,binary pseudo-labels
summarization,10,34,experimental-setup,length constraints,to generate,binary pseudo-labels
summarization,10,34,experimental-setup,binary pseudo-labels,for,EHR
summarization,10,34,experimental-setup,EHR,using,later records
summarization,10,34,experimental-setup,Experimental setup,used,integer linear programming
summarization,10,7,experiments,experienced physicians,has,to manually annotated 25 clinical notes
summarization,10,32,experiments,inverse document frequency,to measure,importance
summarization,10,32,experiments,inverse document frequency,measures,semantic similarity
summarization,10,32,experiments,of an entity,in,entire corpus
summarization,10,32,experiments,semantic similarity,between,entity and sentences
summarization,10,32,experiments,entity and sentences,in,EHR
summarization,10,32,experiments,word embeddings,trained on,PubMed
summarization,10,32,experiments,importance,has,of an entity
summarization,10,44,experiments,optimisation target,used,ILP
summarization,10,44,experiments,optimisation target,Used,generated pseudo-labels
summarization,10,44,experiments,ILP,to generate,pseudo-labels
summarization,10,44,experiments,ILP,Used,generated pseudo-labels
summarization,10,44,experiments,generated pseudo-labels,to train,our supervised extractive summarisation model
summarization,10,25,model,objective,nd,subset of these EHRs
summarization,10,25,model,subset of these EHRs,best summarises,patient 's information
summarization,10,25,model,patient 's information,for,speci c disease
summarization,10,25,model,Model,nd,subset of these EHRs
summarization,10,25,model,Model,has,objective
summarization,10,28,model,entity set,contains,all the medical entities
summarization,10,31,model,coverage score,to evaluate,quality
summarization,10,31,model,quality,of,EHR
summarization,10,31,model,quality,one of,later records
summarization,10,31,model,Model,use,coverage score
summarization,10,36,model,generated pseudo-labels,to train,supervised extractive summarisation model
summarization,10,36,model,supervised extractive summarisation model,to summarise,medical records
summarization,10,36,model,Model,use,generated pseudo-labels
summarization,10,37,model,two -layer biGRU,generate,sentence embedding
summarization,10,37,model,two -layer biGRU,compute,nal representation
summarization,10,37,model,rst one,focuses on,word level
summarization,10,37,model,second one,focuses on,sentence level
summarization,10,37,model,second one,compute,nal representation
summarization,10,37,model,nal representation,for,each sentence
summarization,10,37,model,Model,consists of,two -layer biGRU
summarization,10,38,model,output layer,have,logistic function
summarization,10,38,model,logistic function,with,several features
summarization,10,38,model,several features,including,content
summarization,10,38,model,several features,including,salience
summarization,10,38,model,several features,including,novelty
summarization,10,38,model,several features,including,position
summarization,10,38,model,Model,For,output layer
summarization,10,39,model,salience feature,helps us identify,how important
summarization,10,39,model,current sentence,to,entire note
summarization,10,39,model,novelty feature,reducing,redundancy
summarization,10,39,model,how important,has,current sentence
summarization,10,39,model,Model,has,salience feature
summarization,10,4,results,Medical Information Mart,for,Intensive Care III ( MIMIC - III )
summarization,10,8,results,evaluation metric,is,standard summarisation metric
summarization,10,8,results,standard summarisation metric,of,ROUGE scores
summarization,10,8,results,Results,has,evaluation metric
summarization,10,13,results,our model,achieved,highest ROUGE scores
summarization,10,13,results,highest ROUGE scores,against,all our baseline models
summarization,10,14,results,redundancy,heavily affects,our summarisation models
summarization,10,14,results,Results,observed,redundancy
summarization,10,15,results,MMR and novelty feature,improves,performance
summarization,10,15,results,performance,of,TF - IDF
summarization,10,15,results,our model,has,signi cantly
summarization,10,15,results,Results,has,MMR and novelty feature
summarization,10,16,results,position feature,proven to,improve
summarization,10,16,results,improve,has,performance
summarization,10,16,results,Results,has,position feature
summarization,10,17,results,some examples,of,extracted sentences
summarization,10,17,results,extracted sentences,by,our models
summarization,10,18,results,strong tendency,to select,long sentences
summarization,10,18,results,long sentences,with,more entities
summarization,10,19,results,important short sentences,like,sentence 1 and 2
summarization,10,19,results,Results,failed to select,important short sentences
summarization,10,20,results,Results,has,Our model
summarization,10,21,results,weakness,of,TM
summarization,10,21,results,TM,by using,TFIDF
summarization,10,21,results,TFIDF,when,sentences
summarization,10,21,results,TFIDF,mislead,model
summarization,10,21,results,sentences,contain,infrequent terms
summarization,10,21,results,infrequent terms,mislead,model
summarization,10,21,results,Results,has,weakness
summarization,10,22,results,sentences,very similar to,our physician 's annotation
summarization,10,24,results,many EHRs,has,recorded over time
summarization,10,24,results,Results,For,most patients
summarization,11,4,baselines,Baselines,has,SAF + F and S+F Ensemblers
summarization,11,5,baselines,ensemble methods,use,weighted average
summarization,11,5,baselines,weighted average,of,output
summarization,11,5,baselines,output,of,two different models
summarization,11,5,baselines,Baselines,has,ensemble methods
summarization,11,14,baselines,two different version,of,dataset
summarization,11,19,baselines,CSPubSumExt,used,HighlightROUGE
summarization,11,19,baselines,HighlightROUGE,to nd,sentences
summarization,11,19,baselines,sentences,similar to,highlights
summarization,11,19,baselines,Baselines,has,CSPubSumExt
summarization,11,29,baselines,8 different summariser features,to help encode,local and global context
summarization,11,29,baselines,local and global context,of,each sentence
summarization,11,38,baselines,idea,is that,important sentences
summarization,11,38,baselines,important sentences,will contain,more keywords
summarization,11,38,baselines,more keywords,has,TFIDF
summarization,11,38,baselines,Baselines,has,idea
summarization,11,41,baselines,count of words,in,sentence
summarization,11,41,baselines,count of words,in,sentence
summarization,11,41,baselines,sentence,is,TF
summarization,11,41,baselines,sentence,relative to,rest of the document
summarization,11,41,baselines,sentence,relative to,rest of the document
summarization,11,48,baselines,single layer NN,uses,all 8 features
summarization,11,48,baselines,all 8 features,to classify,each sentence
summarization,11,49,baselines,single layer networks,where,Word2 Vec
summarization,11,49,baselines,single layer networks,where,Word2VecAF
summarization,11,49,baselines,Word2 Vec,takes in,sentence average vector
summarization,11,49,baselines,Word2 Vec,takes in,sentence average vector
summarization,11,49,baselines,Word2 Vec,takes in,sentence average vector
summarization,11,49,baselines,Word2 Vec,takes in,abstract average vector
summarization,11,49,baselines,Word2VecAF,takes in,sentence average vector
summarization,11,49,baselines,Word2VecAF,takes in,abstract average vector
summarization,11,49,baselines,Word2VecAF,takes in,handcrafted features
summarization,11,50,baselines,sentence vectors,into,bidirectional RNN
summarization,11,50,baselines,bidirectional RNN,with,LSTM
summarization,11,11,experimental-setup,Experimental setup,has,Each paper
summarization,11,16,experimental-setup,CSPubSum,consists of,positive and negative examples
summarization,11,16,experimental-setup,positive and negative examples,for,each paper
summarization,11,16,experimental-setup,Experimental setup,has,CSPubSum
summarization,11,20,experimental-setup,dataset,to,263 K instances
summarization,11,20,experimental-setup,dataset,to,131 K instances
summarization,11,20,experimental-setup,263 K instances,for,training set
summarization,11,20,experimental-setup,131 K instances,for,test set
summarization,11,20,experimental-setup,Experimental setup,extend,dataset
summarization,11,21,experimental-setup,HighlightROUGE,to generate,more training data
summarization,11,21,experimental-setup,Experimental setup,has,HighlightROUGE
summarization,11,23,experimental-setup,top 20 sentences,as,positive instances
summarization,11,23,experimental-setup,top 20 sentences,as,negative instances
summarization,11,23,experimental-setup,top 20 sentences,as,negative instances
summarization,11,23,experimental-setup,bottom 20 sentences,as,negative instances
summarization,11,23,experimental-setup,Experimental setup,selected,top 20 sentences
summarization,11,23,experimental-setup,Experimental setup,selected,bottom 20 sentences
summarization,11,24,experimental-setup,extracting sentences,from,abstracts
summarization,11,24,experimental-setup,Experimental setup,excluded,extracting sentences
summarization,11,39,experimental-setup,TFIDF,calculated for,each word
summarization,11,39,experimental-setup,TFIDF,averaged over,sentence
summarization,11,39,experimental-setup,Experimental setup,has,TFIDF
summarization,11,45,experimental-setup,Average non-stopword word embeddings,in,sentence ( Word2 Vec )
summarization,11,6,experiments,SAF + F,is,ensemble of SAFNet and FNet
summarization,11,6,experiments,SAF + F,is,ensemble of SNet and FNet
summarization,11,10,experiments,publications,collected from,ScienceDirect
summarization,11,10,experiments,publications,grouped into,27 domains
summarization,11,10,experiments,ScienceDirect,grouped into,27 domains
summarization,11,18,experiments,test set,consists of,150 full papers
summarization,11,22,experiments,gold summary and the text,from,research papers
summarization,11,22,experiments,nds sentences,that yield,best ROUGE - L score
summarization,11,22,experiments,best ROUGE - L score,to,highlights
summarization,11,35,experiments,overlap,between,non-stopwords
summarization,11,35,experiments,non-stopwords,of,each sentence
summarization,11,35,experiments,non-stopwords,of,title of the paper
summarization,11,40,experiments,stopwords,has,Document TFIDF
summarization,11,26,model,sentences,which are,good summaries
summarization,11,26,model,sentences,which are,good summaries
summarization,11,26,model,sentences,also likely to be,good summaries
summarization,11,26,model,good summaries,of,abstract
summarization,11,26,model,good summaries,also likely to be,good summaries
summarization,11,26,model,good summaries,of,highlights
summarization,11,43,model,short sentences,are,very unlikely
summarization,11,43,model,very unlikely,to be,good summaries
summarization,11,43,model,sentence,encoded with,RNN ( S )
summarization,11,44,model,Model,has,Vector representation of the abstract
summarization,11,51,model,sentence,with,LSTM
summarization,11,51,model,output,to,fully connected layer
summarization,11,51,model,fully connected layer,with,dropout
summarization,11,51,model,Model,Processes,sentence
summarization,11,53,model,outputs,of,LSTM and features hidden layer
summarization,11,53,model,outputs,output,binary prediction
summarization,11,53,model,Model,has,outputs
summarization,11,54,model,SFNet,encoding,abstract
summarization,11,54,model,Model,Extend,SFNet
summarization,11,12,results,highlight statements,are,gold summary statements
summarization,11,12,results,Results,has,highlight statements
summarization,11,15,results,summary statistics,of,two datasets
summarization,11,15,results,Results,has,summary statistics
summarization,11,33,results,Results,Measure,number of numbers in a sentence
summarization,11,34,results,heavy maths,unlikely to be,good summaries
summarization,11,37,results,author-de ned keywords,appear in,sentence
summarization,11,37,results,how many,has,author-de ned keywords
summarization,11,37,results,Results,Measure,how many
summarization,11,56,results,performance,of,4 models
summarization,11,56,results,4 models,trained with and without,AbstractROUGE
summarization,11,57,results,performance,of,summarisation techniques
summarization,11,57,results,features engineering,lead to,more stable model
summarization,11,57,results,improve,has,performance
summarization,11,57,results,Results,observed,AbstractROUGE
summarization,12,29,baselines,Opinion merging,used,word embeddings
summarization,12,29,baselines,word embeddings,to merge,similar opinions
summarization,12,29,baselines,similar opinions,into,different clusters
summarization,12,29,baselines,Baselines,has,Opinion merging
summarization,12,31,baselines,opinion ltering,control,selection process
summarization,12,31,baselines,selection process,by ltering,opinions
summarization,12,31,baselines,opinions,based on,aspect category or sentiment
summarization,12,31,baselines,Baselines,has,last operation
summarization,12,34,baselines,evaluation metrics,are,"ROUGE - 1 , - 2 , and - L"
summarization,12,34,baselines,Best / Worst Review,has,highest / lowest average word overlap
summarization,12,34,baselines,highest / lowest average word overlap,has,with input reviews
summarization,12,34,baselines,Baselines,has,evaluation metrics
summarization,12,6,experiments,OPINIONDIGEST,generate,summaries
summarization,12,6,experiments,summaries,based on,different user needs
summarization,12,6,experiments,summaries,by ltering,selected opinion
summarization,12,6,experiments,selected opinion,based on,user 's aspect and / or sentiment
summarization,12,7,experiments,model,produces,informative customisable summaries
summarization,12,7,experiments,able to outperformed,has,other baseline models
summarization,12,26,experiments,content support study,where,judges
summarization,12,26,experiments,judges,given,8 input reviews
summarization,12,26,experiments,8 input reviews,from,YELP
summarization,12,33,experiments,YELP dataset,has,624 K training reviews
summarization,12,33,experiments,HOTEL,has,688K reviews
summarization,12,42,experiments,summaries,includes,speci ed aspects
summarization,12,42,experiments,speci ed aspects,has,"exclusively , partially"
summarization,12,49,experiments,generated summaries,using,aspects and sentiments
summarization,12,50,experiments,generated summaries,using,sentiments
summarization,12,14,hyperparameters,pre-trained tagging model,to obtain,our opinion set
summarization,12,14,hyperparameters,our opinion set,contains,extracted opinion phrases
summarization,12,14,hyperparameters,our opinion set,contains,respective polarity and aspect categories
summarization,12,14,hyperparameters,Hyperparameters,used,pre-trained tagging model
summarization,12,5,model,opinion phrases,from,multiple reviews
summarization,12,5,model,most popular ones,at,summarisation time
summarization,12,5,model,Model,merge,opinion phrases
summarization,12,9,model,each entity,to generate,abstractive summaries
summarization,12,9,model,abstractive summaries,of,most salient opinions
summarization,12,9,model,most salient opinions,in,relevant reviews
summarization,12,9,model,Model,For,each entity
summarization,12,10,model,OPINIONDIGEST,has,three main components
summarization,12,10,model,Model,has,OPINIONDIGEST
summarization,12,16,model,each review,extract,entity 's opinion set
summarization,12,16,model,Model,For,each review
summarization,12,19,model,reviews,from,extracted opinion phrases
summarization,12,19,model,reviews,generate,opinion summaries
summarization,12,19,model,opinion summaries,from,selected opinions
summarization,12,19,model,Model,reconstruct,reviews
summarization,12,20,model,transformer model,by encoding,extracted opinion phrases
summarization,12,20,model,transformer model,by encoding,learning
summarization,12,20,model,extracted opinion phrases,of,single review
summarization,12,20,model,learning,to reconstruct,review 's full text
summarization,12,20,model,Model,train,transformer model
summarization,12,21,model,trained transformer,to generate,summaries
summarization,12,21,model,Model,used,trained transformer
summarization,12,22,model,summarisation,use,selected opinions
summarization,12,22,model,selected opinions,as,input
summarization,12,22,model,input,to,our trained transformer model
summarization,12,22,model,our trained transformer model,to generate,respective summary
summarization,12,22,model,selected opinions,has,concatenated together )
summarization,12,22,model,Model,During,summarisation
summarization,12,27,model,Model,has,selecting the most salient opinions
summarization,12,36,model,framework,is,unsupervised model
summarization,12,36,model,framework,not an,unsupervised model
summarization,12,36,model,framework,required,labelled data
summarization,12,36,model,labelled data,for,our opinion extractor model
summarization,12,36,model,Model,has,framework
summarization,12,25,results,OPINIONDIGEST 's summaries,scored,highest
summarization,12,25,results,highest,in,informativeness and coherence
summarization,12,35,results,YELP dataset,shows,our framework
summarization,12,35,results,our framework,has,outperformed
summarization,12,35,results,outperformed,has,all the baseline models
summarization,12,35,results,Results,on,YELP dataset
summarization,12,39,results,proportion of sentences,in,summary
summarization,12,39,results,proportion of sentences,"fully , partially and not supported by",input reviews
summarization,12,39,results,summary,"fully , partially and not supported by",input reviews
summarization,12,39,results,Results,showcase,proportion of sentences
summarization,12,40,results,OPINIONDIGEST,able to generate,summaries
summarization,12,40,results,summaries,higher proportion of,fully and partially supported sentences
summarization,12,40,results,Results,show,OPINIONDIGEST
summarization,12,41,results,how well,generate,summaries
summarization,12,41,results,our framework,generate,summaries
