topic,paper_ID,sentence_ID,info-unit,sub,pred,obj,triplets,pred_weights
Blogs,4,13,experiments,radiology lexicon,used,radlex,radiology lexicon used radlex,0.6535748243331909
Blogs,4,13,experiments,radlex,consists of,68534 radiological terms,radlex consists of 68534 radiological terms,0.6950284242630005
Blogs,4,20,hyperparameters,100 generated impressions,with,gold summaries,100 generated impressions with gold summaries,0.6339569687843323
Blogs,4,20,hyperparameters,100 generated impressions,associated,gold summaries,100 generated impressions associated gold summaries,0.5561391711235046
Blogs,4,20,hyperparameters,hyperparameters,randomly sampled,100 generated impressions,hyperparameters randomly sampled 100 generated impressions,0.6976218223571777
Blogs,4,32,hyperparameters,each word,tag with,1,each word tag with 1,0.724025309085846
Blogs,4,32,hyperparameters,word,is,ontology term,word is ontology term,0.5035696625709534
Blogs,4,32,hyperparameters,two criteria,has,word,two criteria has word,0.5858373641967773
Blogs,4,32,hyperparameters,hyperparameters,has,each word,hyperparameters has each word,0.5258165597915649
Blogs,4,33,hyperparameters,word,directly copied into,impression,word directly copied into impression,0.7615789771080017
Blogs,4,33,hyperparameters,hyperparameters,has,word,hyperparameters has word,0.5605258941650391
Blogs,4,6,model,content selection,treated as,word-level sequence - tagging problem,content selection treated as word-level sequence - tagging problem,0.6357356309890747
Blogs,4,6,model,model,has,content selection,model has content selection,0.542818546295166
Blogs,4,16,model,bottomsum,most relevant to,architecture,bottomsum most relevant to architecture,0.6866497993469238
Blogs,4,16,model,bottomsum,utilises,separate content selector,bottomsum utilises separate content selector,0.6249536275863647
Blogs,4,16,model,separate content selector,for,abstractive text summarisation,separate content selector for abstractive text summarisation,0.5810075402259827
Blogs,4,16,model,model,has,bottomsum,model has bottomsum,0.568874716758728
Blogs,4,34,model,copy likelihood,of,each word,copy likelihood of each word,0.5966416001319885
Blogs,4,34,model,copy likelihood,to measure,importance of the word,copy likelihood to measure importance of the word,0.7212019562721252
Blogs,4,34,model,model,capture,copy likelihood,model capture copy likelihood,0.7612533569335938
Blogs,4,35,model,overall architecture,is,bilstm,overall architecture is bilstm,0.5597724318504333
Blogs,4,35,model,bilstm,on top of,bert embeddings layer,bilstm on top of bert embeddings layer,0.6459963917732239
Blogs,4,35,model,bilstm,during,inference time,bilstm during inference time,0.6350482106208801
Blogs,4,35,model,our content selector,output,selection probability,our content selector output selection probability,0.7372216582298279
Blogs,4,35,model,selection probability,of,each token,selection probability of each token,0.609033465385437
Blogs,4,35,model,each token,in,our source sequence,each token in our source sequence,0.5176284313201904
Blogs,4,35,model,inference time,has,our content selector,inference time has our content selector,0.5700181722640991
Blogs,4,35,model,model,has,overall architecture,model has overall architecture,0.5773155689239502
Blogs,4,38,model,bilstm,takes in,word embeddings,bilstm takes in word embeddings,0.6332533359527588
Blogs,4,38,model,bilstm,generates,encoded hidden representation,bilstm generates encoded hidden representation,0.6323828101158142
Blogs,4,38,model,model,is,bilstm,model is bilstm,0.5741544365882874
Blogs,4,39,model,lstm,takes in,identi ed ontology terms,lstm takes in identi ed ontology terms,0.6547281742095947
Blogs,4,39,model,lstm,generates,x context vector,lstm generates x context vector,0.6290605068206787
Blogs,4,39,model,model,is,lstm,model is lstm,0.5091975331306458
Blogs,4,40,model,lstm,generates,impression,lstm generates impression,0.6845037341117859
Blogs,4,40,model,ltering gate,re ne,findings word representations,ltering gate re ne findings word representations,0.5478289127349854
Blogs,4,40,model,findings word representations,using,ontology vector,findings word representations using ontology vector,0.6563621163368225
Blogs,4,40,model,ontology vector,to produce,ontology - aware word representations,ontology vector to produce ontology - aware word representations,0.6761202216148376
Blogs,4,40,model,model,is,lstm,model is lstm,0.5091975331306458
Blogs,4,41,model,ltering gate,concatenates,current hidden state,ltering gate concatenates current hidden state,0.73746657371521
Blogs,4,41,model,current hidden state,has,of word x and the x ontology vector,current hidden state has of word x and the x ontology vector,0.577965259552002
Blogs,4,41,model,model,has,ltering gate,model has ltering gate,0.5778331756591797
Blogs,4,42,model,ontology - aware word representations,take,output,ontology - aware word representations take output,0.6306923031806946
Blogs,4,42,model,ontology - aware word representations,perform,element - wise multiplication,ontology - aware word representations perform element - wise multiplication,0.5988288521766663
Blogs,4,42,model,output,of,ltering gate,output of ltering gate,0.6161862015724182
Blogs,4,42,model,element - wise multiplication,with,current hidden state of word x,element - wise multiplication with current hidden state of word x,0.6221639513969421
Blogs,4,42,model,model,To compute,ontology - aware word representations,model To compute ontology - aware word representations,0.6979206800460815
Blogs,4,43,model,decoder,is,lstm,decoder is lstm,0.5407543778419495
Blogs,4,43,model,lstm,generates,impression,lstm generates impression,0.6845037341117859
Blogs,4,43,model,model,has,decoder,model has decoder,0.6226420402526855
Blogs,4,44,model,decoder,compute,current decoding state,decoder compute current decoding state,0.6976152062416077
Blogs,4,44,model,current decoding state,using,previous hidden state and previous generated tokens,current decoding state using previous hidden state and previous generated tokens,0.6427724957466125
Blogs,4,44,model,model,has,decoder,model has decoder,0.6226420402526855
Blogs,4,46,model,attention distribution,to compute,context vector,attention distribution to compute context vector,0.6647120714187622
Blogs,4,46,model,model,has,attention distribution,model has attention distribution,0.503185510635376
Blogs,4,47,model,context vector and the current decoding state,feed into,feed-forward neural network,context vector and the current decoding state feed into feed-forward neural network,0.6805287599563599
Blogs,4,47,model,feed-forward neural network,to either generate,next token,feed-forward neural network to either generate next token,0.692913293838501
Blogs,4,47,model,feed-forward neural network,to either generate,copy,feed-forward neural network to either generate copy,0.6949992775917053
Blogs,4,47,model,model,has,context vector and the current decoding state,model has context vector and the current decoding state,0.5300372838973999
Blogs,4,7,results,improve,on,sota results,improve on sota results,0.5245075225830078
Blogs,4,7,results,sota results,based on,mimic - cxr and openi datasets,sota results based on mimic - cxr and openi datasets,0.6750679016113281
Blogs,4,7,results,results,proven to,improve,results proven to improve,0.7271221876144409
Blogs,4,18,results,our model,has,signi cantly,our model has signi cantly,0.5938307046890259
Blogs,4,21,results,three experts,score,impressions,three experts score impressions,0.7118558287620544
Blogs,4,21,results,impressions,on,scale,impressions on scale,0.5448046922683716
Blogs,4,21,results,impressions,on,"readability , accuracy , and completeness","impressions on readability , accuracy , and completeness",0.46420717239379883
Blogs,4,21,results,scale,of,1 - 3 ( 3,scale of 1 - 3 ( 3,0.6485329270362854
Blogs,4,21,results,results,asked,three experts,results asked three experts,0.6602038145065308
Blogs,4,23,results,scored as good,as,associated human-written impressions,scored as good as associated human-written impressions,0.5731636881828308
Blogs,4,24,results,73 % and 71 %,of,our impressions,73 % and 71 % of our impressions,0.6133735179901123
Blogs,4,24,results,73 % and 71 %,of,impressions,73 % and 71 % of impressions,0.6129037141799927
Blogs,4,24,results,73 % and 71 %,scored,3,73 % and 71 % scored 3,0.6843787431716919
Blogs,4,24,results,73 % and 71 %,scored,ties,73 % and 71 % scored ties,0.6536114811897278
Blogs,4,24,results,our impressions,scored,ties,our impressions scored ties,0.6951053142547607
Blogs,4,24,results,3,on,readability and accuracy,3 on readability and accuracy,0.4449835419654846
Blogs,4,24,results,ties,with,human-written impressions,ties with human-written impressions,0.6928473711013794
Blogs,4,24,results,results,has,73 % and 71 %,results has 73 % and 71 %,0.5223709344863892
Blogs,4,26,results,our generated impressions,are,high quality,our generated impressions are high quality,0.6068643927574158
Blogs,4,26,results,our generated impressions,of,high quality,our generated impressions of high quality,0.5942284464836121
Blogs,4,27,results,results,has,radiology reports,results has radiology reports,0.5455659031867981
Blogs,4,48,results,outperformed,has,all,outperformed has all,0.6429647207260132
Blogs,4,48,results,outperformed,has,extractive and abstractive baseline models,outperformed has extractive and abstractive baseline models,0.6073580980300903
Blogs,4,48,results,all,has,extractive and abstractive baseline models,all has extractive and abstractive baseline models,0.5310840010643005
Blogs,4,48,results,results,has,outperformed,results has outperformed,0.636634886264801
Blogs,4,49,results,abstractive models,has,signi cantly outperformed,abstractive models has signi cantly outperformed,0.5977357029914856
Blogs,4,49,results,signi cantly outperformed,has,extractive one,signi cantly outperformed has extractive one,0.6219298243522644
Blogs,4,49,results,results,has,abstractive models,results has abstractive models,0.5407604575157166
Blogs,4,50,results,rouge performance,between,pg,rouge performance between pg,0.5902235507965088
Blogs,4,50,results,rouge performance,between,ontologyaware pg,rouge performance between ontologyaware pg,0.6326857209205627
Blogs,4,50,results,salient ontological terms,in,summarisation,salient ontological terms in summarisation,0.4899180829524994
Blogs,4,50,results,results,difference in,rouge performance,results difference in rouge performance,0.6329925060272217
Blogs,4,51,results,bottomsum,achieve,best results,bottomsum achieve best results,0.6386805772781372
Blogs,4,51,results,best results,among,baseline models,best results among baseline models,0.608468234539032
Blogs,4,51,results,results,has,bottomsum,results has bottomsum,0.5764352083206177
Blogs,4,53,results,bene t,of incorporating,content selection,bene t of incorporating content selection,0.6894352436065674
Blogs,4,53,results,content selection,to,summarisation model,content selection to summarisation model,0.5218498110771179
Blogs,4,53,results,results,showcase,bene t,results showcase bene t,0.8347051739692688
Blogs,4,54,results,openi,against,bottomsum,openi against bottomsum,0.691430926322937
Blogs,4,55,results,our model,able to outperformed,bottomsum,our model able to outperformed bottomsum,0.7175885438919067
Blogs,4,55,results,bottomsum,in,ope ni,bottomsum in ope ni,0.7402649521827698
Blogs,4,55,results,results,has,our model,results has our model,0.5871725678443909
Blogs,5,5,ablation-analysis,absolute encoding,of,source code tokens ' position,absolute encoding of source code tokens ' position,0.576167643070221
Blogs,5,5,ablation-analysis,relative encoding,has,signi cantly improves,relative encoding has signi cantly improves,0.6044108271598816
Blogs,5,5,ablation-analysis,signi cantly improves,has,performance,signi cantly improves has performance,0.5908153653144836
Blogs,5,18,ablation-analysis,mutual interactions,between,tokens,mutual interactions between tokens,0.6878323554992676
Blogs,5,18,ablation-analysis,mutual interactions,in uence,meaning of the source code,mutual interactions in uence meaning of the source code,0.7584201097488403
Blogs,5,27,ablation-analysis,decrease,in,performance,decrease in performance,0.5227082371711731
Blogs,5,27,ablation-analysis,performance,when include,absolute position encoding,performance when include absolute position encoding,0.6575050354003906
Blogs,5,27,ablation-analysis,ablation analysis,showcase,decrease,ablation analysis showcase decrease,0.7960772514343262
Blogs,5,24,baselines,our baseline models,n't incorporate,copy attention mechanism,our baseline models n't incorporate copy attention mechanism,0.6454787254333496
Blogs,5,24,baselines,our baseline models,n't incorporate,copy attention mechanism,our baseline models n't incorporate copy attention mechanism,0.6454787254333496
Blogs,5,24,baselines,our baseline models,shown that,copy attention mechanism,our baseline models shown that copy attention mechanism,0.5882277488708496
Blogs,5,24,baselines,copy attention mechanism,does improve,performance,copy attention mechanism does improve performance,0.6974905729293823
Blogs,5,24,baselines,performance,of,our full model,performance of our full model,0.594908595085144
Blogs,5,24,baselines,baselines,has,our baseline models,baselines has our baseline models,0.5645362734794617
Blogs,5,8,experiments,java and python dataset,from,github,java and python dataset from github,0.5349121689796448
Blogs,5,4,model,simple transformer - based model,with,relative position representations,simple transformer - based model with relative position representations,0.620958685874939
Blogs,5,4,model,simple transformer - based model,with,copy attention mechanism,simple transformer - based model with copy attention mechanism,0.6095353364944458
Blogs,5,4,model,copy attention mechanism,to generate,sota results,copy attention mechanism to generate sota results,0.6971005797386169
Blogs,5,4,model,sota results,for,source code summarisation,sota results for source code summarisation,0.5897781848907471
Blogs,5,6,model,objective,encode,source code,objective encode source code,0.6318272352218628
Blogs,5,6,model,objective,generate,readable summary,objective generate readable summary,0.5671309232711792
Blogs,5,6,model,readable summary,describes,functionality of the program,readable summary describes functionality of the program,0.6956547498703003
Blogs,5,6,model,model,encode,source code,model encode source code,0.737008810043335
Blogs,5,6,model,model,has,objective,model has objective,0.5278581380844116
Blogs,5,12,model,code and summary,as,sequence of embeddings,code and summary as sequence of embeddings,0.5766156911849976
Blogs,5,12,model,model,encoded,code and summary,model encoded code and summary,0.7272514700889587
Blogs,5,13,model,vanilla transformer,stacked of,multi-head attention and linear transformation layers,vanilla transformer stacked of multi-head attention and linear transformation layers,0.6967617869377136
Blogs,5,13,model,multi-head attention and linear transformation layers,in,encoder and decoder,multi-head attention and linear transformation layers in encoder and decoder,0.5096414089202881
Blogs,5,13,model,model,has,vanilla transformer,model has vanilla transformer,0.5405058860778809
Blogs,5,14,model,copy attention,in,transformer,copy attention in transformer,0.569449245929718
Blogs,5,14,model,copy attention,to allow,model,copy attention to allow model,0.7296291589736938
Blogs,5,14,model,rare tokens,from,source code,rare tokens from source code,0.5462426543235779
Blogs,5,14,model,model,included,copy attention,model included copy attention,0.6407577395439148
Blogs,5,16,model,absolute position encoding,on,sequential order,absolute position encoding on sequential order,0.5512861013412476
Blogs,5,16,model,absolute position encoding,on,pairwise relationship encoding,absolute position encoding on pairwise relationship encoding,0.5232241153717041
Blogs,5,16,model,sequential order,of,source code tokens,sequential order of source code tokens,0.5779032111167908
Blogs,5,16,model,pairwise relationship encoding,in,transformer,pairwise relationship encoding in transformer,0.5298389792442322
Blogs,5,16,model,model,explored,absolute position encoding,model explored absolute position encoding,0.7319132089614868
Blogs,5,17,model,absolute position encoding,aims to capture,order information,absolute position encoding aims to capture order information,0.652043879032135
Blogs,5,17,model,absolute position encoding,aims to capture,order information,absolute position encoding aims to capture order information,0.652043879032135
Blogs,5,17,model,absolute position encoding,show,order information,absolute position encoding show order information,0.6647220849990845
Blogs,5,17,model,order information,of,source tokens,order information of source tokens,0.5425234436988831
Blogs,5,17,model,order information,leads to,bad summarisation,order information leads to bad summarisation,0.6688098907470703
Blogs,5,17,model,not helpful,in learning,source code representations,not helpful in learning source code representations,0.649170994758606
Blogs,5,17,model,not helpful,leads to,bad summarisation,not helpful leads to bad summarisation,0.5856605768203735
Blogs,5,17,model,model,has,absolute position encoding,model has absolute position encoding,0.5517977476119995
Blogs,5,19,model,pairwise relationships,between,input tokens,pairwise relationships between input tokens,0.6183387041091919
Blogs,5,19,model,pairwise relationships,capture,relative positional representations,pairwise relationships capture relative positional representations,0.7548449635505676
Blogs,5,19,model,relative positional representations,of,two position i and j,relative positional representations of two position i and j,0.5928165912628174
Blogs,5,19,model,two position i and j,for,each token,two position i and j for each token,0.6500446200370789
Blogs,5,9,results,evaluation metrics,are,bleu,evaluation metrics are bleu,0.48648929595947266
Blogs,5,9,results,evaluation metrics,are,meteor,evaluation metrics are meteor,0.5623734593391418
Blogs,5,9,results,evaluation metrics,are,rouge -l.,evaluation metrics are rouge -l.,0.5550309419631958
Blogs,5,9,results,results,has,evaluation metrics,results has evaluation metrics,0.5194434523582458
Blogs,5,22,results,our full model,has,outperformed,our full model has outperformed,0.5858570337295532
Blogs,5,22,results,outperformed,has,all the baseline models,outperformed has all the baseline models,0.5952280759811401
Blogs,5,22,results,results,has,our full model,results has our full model,0.5411279201507568
Blogs,5,23,results,base model,trained on,dataset,base model trained on dataset,0.7648485898971558
Blogs,5,23,results,all baseline models,except on,rouge -l metric,all baseline models except on rouge -l metric,0.5662243962287903
Blogs,5,23,results,base model,has,outperformed,base model has outperformed,0.6390305161476135
Blogs,5,23,results,outperformed,has,all baseline models,outperformed has all baseline models,0.6212381720542908
Blogs,5,23,results,results,has,base model,results has base model,0.5908223986625671
Blogs,5,26,results,performance,of performing,absolute position encoding,performance of performing absolute position encoding,0.5221571326255798
Blogs,5,26,results,absolute position encoding,on,source and targets,absolute position encoding on source and targets,0.5208662152290344
Blogs,5,28,results,bene t,of learning,pairwise relationship,bene t of learning pairwise relationship,0.6747753620147705
Blogs,5,28,results,pairwise relationship,between,source code tokens,pairwise relationship between source code tokens,0.6420106887817383
Blogs,5,28,results,results,showcase,bene t,results showcase bene t,0.8347051739692688
Blogs,5,31,results,deeper model ( more layers ),performs,better,deeper model ( more layers ) performs better,0.6021891832351685
Blogs,5,31,results,better,than,wider model,better than wider model,0.6164184212684631
Blogs,5,31,results,wider model,has,more neurons per layer,wider model has more neurons per layer,0.5723409652709961
Blogs,5,31,results,results,showcase,deeper model ( more layers ),results showcase deeper model ( more layers ),0.7677776217460632
Blogs,5,32,results,deeper model,is,more bene cial,deeper model is more bene cial,0.5573222041130066
Blogs,5,32,results,more bene cial,in,source code summarisation,more bene cial in source code summarisation,0.4829588830471039
Blogs,5,32,results,more bene cial,depends more on,semantic information,more bene cial depends more on semantic information,0.6994568705558777
Blogs,5,32,results,semantic information,than,syntactic,semantic information than syntactic,0.5585970282554626
Blogs,5,32,results,results,suspect,deeper model,results suspect deeper model,0.734769880771637
Blogs,6,6,ablation-analysis,scienti c papers,suitable for,data-driven summarisation,scienti c papers suitable for data-driven summarisation,0.6175701022148132
Blogs,6,6,ablation-analysis,ablation analysis,show,scienti c papers,ablation analysis show scienti c papers,0.620717465877533
Blogs,6,44,ablation-analysis,large variation,of,sentence locations,large variation of sentence locations,0.5903634428977966
Blogs,6,44,ablation-analysis,sentence locations,selected by,extractive models,sentence locations selected by extractive models,0.624169111251831
Blogs,6,44,ablation-analysis,extractive models,on,title-gen,extractive models on title-gen,0.595609188079834
Blogs,6,4,baselines,gen,applied,wide range of extractive and abstractive models,gen applied wide range of extractive and abstractive models,0.6870008707046509
Blogs,6,4,baselines,baselines,has,gen,baselines has gen,0.6292609572410583
Blogs,6,21,baselines,tfidf - emb,creates,sentence representation,tfidf - emb creates sentence representation,0.6095468997955322
Blogs,6,21,baselines,baselines,has,tfidf - emb,baselines has tfidf - emb,0.5714586973190308
Blogs,6,22,baselines,rwmd-rank,ranks,sentences,rwmd-rank ranks sentences,0.7692778706550598
Blogs,6,22,baselines,sentences,by how similar,sentence,sentences by how similar sentence,0.6954041719436646
Blogs,6,22,baselines,sentence,compared to,all the other sentences,sentence compared to all the other sentences,0.6591172218322754
Blogs,6,22,baselines,all the other sentences,in,document,all the other sentences in document,0.5482886433601379
Blogs,6,22,baselines,baselines,has,rwmd-rank,baselines has rwmd-rank,0.5487363934516907
Blogs,6,23,baselines,rwmd,stands for,relaxed word mover 's distance,rwmd stands for relaxed word mover 's distance,0.6904425024986267
Blogs,6,23,baselines,lexrank,to rank,sentences,lexrank to rank sentences,0.7237579822540283
Blogs,6,23,baselines,baselines,has,rwmd,baselines has rwmd,0.5342739224433899
Blogs,6,25,baselines,baselines,has,three baselines,baselines has three baselines,0.6189775466918945
Blogs,6,26,baselines,lstm,is,common lstm encoder-decoder model,lstm is common lstm encoder-decoder model,0.5557541251182556
Blogs,6,26,baselines,lstm,with,attention mechanism,lstm with attention mechanism,0.6298797726631165
Blogs,6,26,baselines,attention mechanism,at,word-level,attention mechanism at word-level,0.5302723050117493
Blogs,6,26,baselines,baselines,has,lstm,baselines has lstm,0.5395978093147278
Blogs,6,27,baselines,fconv,is,cnn encoder-decoder,fconv is cnn encoder-decoder,0.56256103515625
Blogs,6,27,baselines,cnn encoder-decoder,on,subword - level,cnn encoder-decoder on subword - level,0.514611542224884
Blogs,6,27,baselines,cnn encoder-decoder,separating,words,cnn encoder-decoder separating words,0.7130021452903748
Blogs,6,27,baselines,words,into,smaller units,words into smaller units,0.6249912977218628
Blogs,6,27,baselines,smaller units,using,byte-pair encoding ( bpe ),smaller units using byte-pair encoding ( bpe ),0.7046510577201843
Blogs,6,27,baselines,baselines,has,fconv,baselines has fconv,0.5681837797164917
Blogs,6,11,experimental-setup,title-gen,constructed using,medline,title-gen constructed using medline,0.7199851870536804
Blogs,6,11,experimental-setup,abstract-gen,conducted using,pubmed,abstract-gen conducted using pubmed,0.6162289381027222
Blogs,6,11,experimental-setup,experimental setup,has,title-gen,experimental setup has title-gen,0.5811014771461487
Blogs,6,5,experiments,title- gen dataset,consists of,5 million biomedical papers,title- gen dataset consists of 5 million biomedical papers,0.596240222454071
Blogs,6,5,experiments,abstract - gen dataset,consists of,900k papers,abstract - gen dataset consists of 900k papers,0.6655173301696777
Blogs,6,12,experiments,title- gen,pairs,abstract,title- gen pairs abstract,0.6710777878761292
Blogs,6,12,experiments,abstract,to,title of the paper,abstract to title of the paper,0.48536255955696106
Blogs,6,12,experiments,full body,to,abstract summary,full body to abstract summary,0.46565747261047363
Blogs,6,15,experiments,repeat score,measures,average overlap,repeat score measures average overlap,0.5096071362495422
Blogs,6,15,experiments,average overlap,of,each sentence,average overlap of each sentence,0.5826500058174133
Blogs,6,15,experiments,each sentence,in,text,each sentence in text,0.5332339406013489
Blogs,6,15,experiments,text,with,remainder of the text,text with remainder of the text,0.600926399230957
Blogs,6,16,experiments,repetitive content,body text of,paper,repetitive content body text of paper,0.7237885594367981
Blogs,6,34,experiments,meteor score,used for,machine translation,meteor score used for machine translation,0.5903477072715759
Blogs,6,13,model,repeat score,for,each data pairs,repeat score for each data pairs,0.6708940863609314
Blogs,6,13,model,model,has,text processing pipeline,model has text processing pipeline,0.5623595118522644
Blogs,6,14,model,overlap score,measures,overlapping tokens,overlap score measures overlapping tokens,0.5295286774635315
Blogs,6,14,model,overlapping tokens,between,summary ( title or abstract ) and the input text ( abstract or full body ),overlapping tokens between summary ( title or abstract ) and the input text ( abstract or full body ),0.6356430053710938
Blogs,6,14,model,model,has,overlap score,model has overlap score,0.5766340494155884
Blogs,6,29,model,c2 c,is,character - level encoder-decoder model,c2 c is character - level encoder-decoder model,0.5822293758392334
Blogs,6,29,model,model,has,c2 c,model has c2 c,0.6062495708465576
Blogs,6,30,model,character representations,from,input,character representations from input,0.5713807940483093
Blogs,6,30,model,character representations,feed it into,lstm encoderdecoder model,character representations feed it into lstm encoderdecoder model,0.5633248090744019
Blogs,6,30,model,input,using,cnn,input using cnn,0.6577777862548828
Blogs,6,30,model,model,builds,character representations,model builds character representations,0.6814757585525513
Blogs,6,17,results,summary statistics,of,both datasets,summary statistics of both datasets,0.5089781880378723
Blogs,6,28,results,results,has,character,results has character,0.4583595097064972
Blogs,6,32,results,evaluation metrics,are,rouge scores,evaluation metrics are rouge scores,0.4949949383735657
Blogs,6,32,results,evaluation metrics,are,meteor score,evaluation metrics are meteor score,0.48422858119010925
Blogs,6,32,results,evaluation metrics,are,overlap score,evaluation metrics are overlap score,0.5204201340675354
Blogs,6,32,results,evaluation metrics,are,repeat score,evaluation metrics are repeat score,0.522280752658844
Blogs,6,32,results,results,has,evaluation metrics,results has evaluation metrics,0.5194434523582458
Blogs,6,37,results,rwmd-rank,is,best extractive model,rwmd-rank is best extractive model,0.5628480315208435
Blogs,6,37,results,all extractive models,by,large margin,all extractive models by large margin,0.5344643592834473
Blogs,6,37,results,large margin,including,oracle,large margin including oracle,0.6684619784355164
Blogs,6,37,results,title- gen results,has,rwmd-rank,title- gen results has rwmd-rank,0.5628853440284729
Blogs,6,37,results,c2,has,model ),c2 has model ),0.6511105895042419
Blogs,6,37,results,c2,has,outperformed,c2 has outperformed,0.6608618497848511
Blogs,6,37,results,model ),has,outperformed,model ) has outperformed,0.636633038520813
Blogs,6,37,results,outperformed,has,all extractive models,outperformed has all extractive models,0.6140191555023193
Blogs,6,37,results,results,For,title- gen results,results For title- gen results,0.6059083342552185
Blogs,6,38,results,both c2 c and fconv,achieved,similar results,both c2 c and fconv achieved similar results,0.7140377163887024
Blogs,6,38,results,similar results,with,similar high overlap scores,similar results with similar high overlap scores,0.6523811221122742
Blogs,6,38,results,results,has,both c2 c and fconv,results has both c2 c and fconv,0.5223059058189392
Blogs,6,39,results,lead - 10,was,strong baseline,lead - 10 was strong baseline,0.6651270985603333
Blogs,6,39,results,abstract - gen results,has,lead - 10,abstract - gen results has lead - 10,0.6069270372390747
Blogs,6,39,results,results,For,abstract - gen results,results For abstract - gen results,0.6088465452194214
Blogs,6,40,results,all extractive models,achieved,similar rouge scores,all extractive models achieved similar rouge scores,0.666898250579834
Blogs,6,40,results,similar rouge scores,with,similar repeat score,similar rouge scores with similar repeat score,0.6335461139678955
Blogs,6,40,results,results,has,all extractive models,results has all extractive models,0.5192540287971497
Blogs,6,41,results,abstractive models,performed,poorly,abstractive models performed poorly,0.2949185371398926
Blogs,6,41,results,poorly,based on,rouge scores,poorly based on rouge scores,0.6398877501487732
Blogs,6,41,results,all models,in terms of,meteor score,all models in terms of meteor score,0.636907160282135
Blogs,6,41,results,outperformed,has,all models,outperformed has all models,0.6317006945610046
Blogs,6,41,results,results,has,abstractive models,results has abstractive models,0.5407604575157166
Blogs,6,42,results,results,has,qualitative evaluation,results has qualitative evaluation,0.5084247589111328
Blogs,6,45,results,abstractive generated titles,tend to be,high quality,abstractive generated titles tend to be high quality,0.6257219910621643
Blogs,6,45,results,abstractive generated titles,of,high quality,abstractive generated titles of high quality,0.538952112197876
Blogs,6,45,results,lstm,generate,more novel words,lstm generate more novel words,0.672314465045929
Blogs,6,45,results,results,has,abstractive generated titles,results has abstractive generated titles,0.5454053282737732
Blogs,6,46,results,generated titles,occasionally make mistakes,incorrect words,generated titles occasionally make mistakes incorrect words,0.7012060284614563
Blogs,6,46,results,results,has,generated titles,results has generated titles,0.5899250507354736
Blogs,6,48,results,important content,spread across,sections,important content spread across sections,0.6441863775253296
Blogs,6,48,results,results,has,important content,results has important content,0.5095093250274658
Blogs,6,49,results,output,of,fconv abstractive model,output of fconv abstractive model,0.6016596555709839
Blogs,6,49,results,fconv abstractive model,is,bad quality,fconv abstractive model is bad quality,0.5541505217552185
Blogs,6,49,results,fconv abstractive model,of,bad quality,fconv abstractive model of bad quality,0.5882718563079834
Blogs,6,49,results,bad quality,lacks,coherent and content ow,bad quality lacks coherent and content ow,0.6878625750541687
Blogs,6,49,results,results,has,output,results has output,0.5624434947967529
Blogs,7,31,baselines,cnn and bilstm,to encode,extraction units,cnn and bilstm to encode extraction units,0.7034662961959839
Blogs,7,9,experiments,qa pairs,extracted from,human abstract,qa pairs extracted from human abstract,0.5305728316307068
Blogs,7,9,experiments,questions,using,source document,questions using source document,0.6569480299949646
Blogs,7,16,experiments,better,as,extraction units,better as extraction units,0.5725762844085693
Blogs,7,27,experiments,words or chunks ( phrases ),as,extraction units,words or chunks ( phrases ) as extraction units,0.4965808391571045
Blogs,7,6,hyperparameters,question answer ( qa ) pairs,limit,answer token,question answer ( qa ) pairs limit answer token,0.679462730884552
Blogs,7,6,hyperparameters,answer token,to,salient word,answer token to salient word,0.5223469138145447
Blogs,7,6,hyperparameters,answer token,to,named entity,answer token to named entity,0.5287625789642334
Blogs,7,6,hyperparameters,hyperparameters,To create,question answer ( qa ) pairs,hyperparameters To create question answer ( qa ) pairs,0.6654553413391113
Blogs,7,8,hyperparameters,at least one qa pair,should be extracted from,each sentence,at least one qa pair should be extracted from each sentence,0.6737638115882874
Blogs,7,8,hyperparameters,each sentence,of,abstract,each sentence of abstract,0.5683045387268066
Blogs,7,20,hyperparameters,answer tokens,chosen,randomly,answer tokens chosen randomly,0.7820698618888855
Blogs,7,20,hyperparameters,answer tokens,can be,root word,answer tokens can be root word,0.6079099774360657
Blogs,7,20,hyperparameters,answer tokens,can be,subj / obj word,answer tokens can be subj / obj word,0.6073092222213745
Blogs,7,20,hyperparameters,answer tokens,can be,ner word,answer tokens can be ner word,0.5562695860862732
Blogs,7,20,hyperparameters,hyperparameters,has,answer tokens,hyperparameters has answer tokens,0.5434725880622864
Blogs,7,21,hyperparameters,participants,rate,informativeness,participants rate informativeness,0.73534095287323
Blogs,7,21,hyperparameters,informativeness,of,summary,informativeness of summary,0.6344471573829651
Blogs,7,21,hyperparameters,summary,from,1 - 5,summary from 1 - 5,0.6350524425506592
Blogs,7,21,hyperparameters,summary,being,most informative,summary being most informative,0.5944225788116455
Blogs,7,21,hyperparameters,hyperparameters,asked,participants,hyperparameters asked participants,0.6475948095321655
Blogs,7,21,hyperparameters,hyperparameters,rate,informativeness,hyperparameters rate informativeness,0.7250588536262512
Blogs,7,28,hyperparameters,text chunks,using,sentence constituent parse tree,text chunks using sentence constituent parse tree,0.6148832440376282
Blogs,7,28,hyperparameters,each chunk,has,at most 5 words,each chunk has at most 5 words,0.5950829982757568
Blogs,7,28,hyperparameters,hyperparameters,obtain,text chunks,hyperparameters obtain text chunks,0.5002260208129883
